Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
51750, 79, 5391, 3000, 8817
51800, -39, 5607, 3000, 8682
51849, -8, 5551, 3000, 8817
51899, -8, 5551, 3000, 8817
51949, 21, 5497, 3000, 8904
51999, 50, 5444, 3000, 8726
52050, 21, 5497, 3000, 8817
52099, 21, 5497, 3000, 8816
52149, 21, 5497, 3000, 8816
52199, 50, 5444, 3000, 8816
52249, -8, 5551, 3000, 8726
52299, 21, 5497, 3000, 8861
52350, -39, 5607, 3000, 8816
52399, 21, 5497, 3000, 8945
52450, 21, 5497, 3000, 8816
52499, -8, 5551, 3000, 8816
52549, 79, 5391, 3000, 8861
52600, 21, 5497, 3000, 8861
52650, 21, 5497, 3000, 8816
52699, -39, 5607, 3000, 8816
52749, 50, 5444, 3000, 8861
52799, -8, 5551, 3000, 8861
52849, 79, 5391, 3000, 8862
52899, -8, 5551, 3000, 8727
52949, 50, 5444, 3000, 8817
52999, -39, 5607, 3000, 8817
53049, 21, 5497, 3000, 8904
53099, -8, 5551, 3000, 8727
53149, 50, 5444, 3000, 8817
53200, -8, 5551, 3000, 8817
53249, 21, 5497, 3000, 8817
53299, 21, 5497, 3000, 8726
53349, -39, 5607, 3000, 8816
53400, -8, 5551, 3000, 8861
53450, -8, 5664, 3000, 8817
53500, 50, 5444, 3000, 8816
53549, 79, 5391, 3000, 8816
53600, -8, 5551, 3000, 8817
53650, -69, 5551, 3000, 8681
53699, 50, 5444, 3000, 8861
53749, 50, 5444, 3000, 8862
53800, 79, 5391, 3000, 8904
53850, -39, 5607, 3000, 8682
53899, 21, 5497, 3000, 8817
53949, -8, 5551, 3000, 8817
53999, 21, 5551, 3000, 8818
54049, -39, 5607, 3000, 8727
54099, 21, 5497, 3000, 8818
54149, -8, 5551, 3000, 8817
54199, -8, 5551, 3000, 8905
54249, -39, 5607, 3000, 8818
54299, 50, 5497, 3000, 8863
54350, 21, 5497, 3000, 8727
54399, 21, 5497, 3000, 8818
54450, 50, 5444, 3000, 8817
54499, -8, 5551, 3000, 8818
54549, 50, 5444, 3000, 8862
54600, -39, 5607, 3000, 8863
54651, 50, 5444, 3000, 8816
54699, -39, 5607, 3000, 8817
54749, 21, 5497, 3000, 8862
54800, -39, 5607, 3000, 8817
54850, 50, 5444, 3000, 8861
54900, -39, 5607, 3000, 8817
54950, 21, 5497, 3000, 8816
55000, -8, 5551, 3000, 8726
55050, 50, 5444, 3000, 8816
55100, -8, 5551, 3000, 8816
55149, 21, 5497, 3000, 8817
55199, -39, 5607, 3000, 8816
55251, 50, 5444, 3000, 8861
55300, 21, 5497, 3000, 8726
55349, -8, 5551, 3000, 8816
55399, 50, 5444, 3000, 8815
55450, -39, 5607, 3000, 8815
55499, 79, 5391, 3000, 8815
55550, -39, 5607, 3000, 8815
55599, 21, 5497, 3000, 8815
55650, -39, 5607, 3000, 8815
55699, -8, 5551, 3000, 8902
55749, -39, 5607, 3000, 8725
55799, 21, 5497, 3000, 8814
55850, -8, 5551, 3000, 8724
55899, -8, 5551, 3000, 8814
55949, -8, 5551, 3000, 8724
55999, 21, 5497, 3000, 8944
56050, -8, 5551, 3000, 8815
56099, 21, 5497, 3000, 8815
56149, -69, 5664, 3000, 8725
56199, 50, 5444, 3000, 8860
56249, 21, 5497, 3000, 8815
56299, 79, 5391, 3000, 8815
56349, -8, 5551, 3000, 8725
56400, 21, 5497, 3000, 8815
56450, -8, 5551, 3000, 8725
56499, 21, 5497, 3000, 8903
56549, -8, 5551, 3000, 8725
56600, 21, 5497, 3000, 8861
56649, -8, 5551, 3000, 8815
56700, -8, 5551, 3000, 8815
56749, 21, 5497, 3000, 8814
56799, -8, 5551, 3000, 8815
56849, -8, 5551, 3000, 8814
56899, -8, 5551, 3000, 8815
56949, 21, 5497, 3000, 8814
57000, 21, 5497, 3000, 8814
57049, 21, 5497, 3000, 8814
57099, 106, 5340, 3000, 8814
57149, -39, 5607, 3000, 8725
57199, 21, 5497, 3000, 8859
57250, 21, 5497, 3000, 8814
57300, 21, 5497, 3000, 8902
57349, -39, 5607, 3000, 8815
57399, 21, 5497, 3000, 8859
57449, -8, 5551, 3000, 8814
57499, -8, 5551, 3000, 8814
57549, -39, 5607, 3000, 8815
57600, 21, 5497, 3000, 8813
57649, -39, 5607, 3000, 8723
57699, 21, 5497, 3000, 8814
57749, -39, 5607, 3000, 8723
57799, 21, 5497, 3000, 8813
57849, 21, 5497, 3000, 8812
57900, 106, 5340, 3000, 8812
57949, -39, 5607, 3000, 8677
57999, -8, 5551, 3000, 8812
58049, -39, 5607, 3000, 8812
58099, 21, 5497, 3000, 8899
58151, -8, 5551, 3000, 8722
58199, 21, 5497, 3000, 8812
58249, -8, 5551, 3000, 8812
58299, -8, 5551, 3000, 8812
58349, -39, 5607, 3000, 8857
58399, 50, 5444, 3000, 8856
58450, 50, 5444, 3000, 8721
58499, 21, 5497, 3000, 8811
58550, -69, 5664, 3000, 8812
58599, 21, 5497, 3000, 8856
58649, -8, 5551, 3000, 8811
58699, 79, 5391, 3000, 8811
58750, -39, 5607, 3000, 8721
58799, -8, 5551, 3000, 8811
58849, 21, 5497, 3000, 8811
58899, 21, 5497, 3000, 8897
58949, -8, 5551, 3000, 8674
58999, 21, 5497, 3000, 8809
59050, 21, 5497, 3000, 8809
59099, -8, 5551, 3000, 8810
59149, -69, 5664, 3000, 8811
59199, 50, 5444, 3000, 8897
59249, 21, 5497, 3000, 8810
59299, 21, 5497, 3000, 8810
59350, -39, 5607, 3000, 8810
59399, 50, 5444, 3000, 8809
59449, -8, 5551, 3000, 8809
59499, 50, 5444, 3000, 8809
59549, -39, 5607, 3000, 8809
59600, 50, 5444, 3000, 8808
59649, -39, 5607, 3000, 8809
59700, 21, 5497, 3000, 8895
59749, -8, 5551, 3000, 8808
59799, 50, 5444, 3000, 8808
59849, -39, 5607, 3000, 8808
59902, -8, 5551, 3000, 8807
59949, -39, 5607, 3000, 8717
59999, 50, 5444, 3000, 8852
60050, 21, 5551, 3000, 8807
60100, 50, 5444, 3000, 8852
60149, -39, 5607, 3000, 8717
60200, 21, 5497, 3000, 8806
60250, 21, 5497, 3000, 8807
60299, 50, 5444, 3000, 8851
60349, -8, 5551, 3000, 8806
60399, 21, 5497, 3000, 8806
60449, -8, 5551, 3000, 8806
60499, 79, 5391, 3000, 8806
60549, -8, 5551, 3000, 8806
60599, 21, 5497, 3000, 8806
60651, 21, 5497, 3000, 8851
60699, 21, 5497, 3000, 8716
60750, -8, 5551, 3000, 8806
60801, -8, 5551, 3000, 8670
60849, -39, 5607, 3000, 8850
60899, 50, 5444, 3000, 8850
60950, 21, 5497, 3000, 8850
61000, 21, 5497, 3000, 8714
61051, -8, 5551, 3000, 8805
61100, -39, 5607, 3000, 8805
61149, -8, 5551, 3000, 8805
61200, -39, 5607, 3000, 8714
61250, 21, 5497, 3000, 8849
61299, -8, 5551, 3000, 8713
61350, -8, 5551, 3000, 8804
61400, 21, 5497, 3000, 8803
61450, -8, 5551, 3000, 8849
61499, -8, 5551, 3000, 8803
61549, 21, 5497, 3000, 8804
61600, -39, 5607, 3000, 8713
61650, 21, 5497, 3000, 8848
61699, -8, 5551, 3000, 8803
61749, 50, 5444, 3000, 8890
61800, -8, 5551, 3000, 8712
61849, 21, 5497, 3000, 8848
61899, -39, 5607, 3000, 8803
61950, -8, 5551, 3000, 8803
61999, -39, 5607, 3000, 8803
62049, 50, 5444, 3000, 8848
62099, 21, 5497, 3000, 8803
62149, 50, 5444, 3000, 8802
62200, -69, 5664, 3000, 8803
62250, 21, 5497, 3000, 8889
62299, -8, 5551, 3000, 8802
62349, 50, 5444, 3000, 8802
62399, -8, 5551, 3000, 8932
62449, 21, 5497, 3000, 8802
62499, 21, 5497, 3000, 8802
62549, 50, 5444, 3000, 8802
62599, 21, 5497, 3000, 8802
62649, -8, 5551, 3000, 8712
62699, 50, 5444, 3000, 8847
62749, -8, 5551, 3000, 8801
62800, 21, 5497, 3000, 8802
62850, -69, 5664, 3000, 8712
62899, 21, 5497, 3000, 8970
62949, -8, 5551, 3000, 8802
62999, 50, 5444, 3000, 8802
63049, -8, 5551, 3000, 8847
63100, 50, 5444, 3000, 8801
63149, -39, 5607, 3000, 8802
63199, 21, 5497, 3000, 8846
63250, -39, 5607, 3000, 8802
63299, 21, 5497, 3000, 8846
63349, -8, 5551, 3000, 8801
63400, 21, 5497, 3000, 8800
63449, -8, 5551, 3000, 8801
63500, 21, 5497, 3000, 8800
63549, 21, 5497, 3000, 8800
63599, 50, 5444, 3000, 8800
63649, 50, 5444, 3000, 8800
63700, -8, 5551, 3000, 8710
63749, 21, 5497, 3000, 8800
63799, 21, 5497, 3000, 8710
63849, 21, 5497, 3000, 8887
63899, 50, 5444, 3000, 8708
63949, 21, 5497, 3000, 8844
64000, -8, 5551, 3000, 8709
64049, -8, 5551, 3000, 8799
64099, -8, 5551, 3000, 8799
64149, 50, 5444, 3000, 8799
64199, -8, 5551, 3000, 8799
64249, 21, 5497, 3000, 8798
64299, -39, 5607, 3000, 8886
64349, 50, 5444, 3000, 8798
64399, 21, 5497, 3000, 8798
64449, 106, 5340, 3000, 8843
64499, 21, 5497, 3000, 8843
64550, -8, 5551, 3000, 8798
64599, 21, 5497, 3000, 8798
64649, -8, 5551, 3000, 8798
64699, -8, 5551, 3000, 8886
64749, -8, 5551, 3000, 8707
64799, 50, 5444, 3000, 8843
64850, -8, 5551, 3000, 8707
64899, 21, 5497, 3000, 8797
64950, -39, 5607, 3000, 8797
64999, 50, 5444, 3000, 8797
65049, -8, 5551, 3000, 8797
65099, 79, 5391, 3000, 8797
65150, 21, 5497, 3000, 8797
65200, 50, 5444, 3000, 8796
65249, -8, 5551, 3000, 8797
65299, -8, 5551, 3000, 8706
65349, -8, 5551, 3000, 8796
65399, 21, 5497, 3000, 8796
65450, 21, 5497, 3000, 8796
65499, -8, 5551, 3000, 8795
65549, 21, 5497, 3000, 8796
65599, -69, 5664, 3000, 8706
65649, 50, 5444, 3000, 8882
65699, -8, 5551, 3000, 8795
65750, 79, 5391, 3000, 8795
65799, -8, 5551, 3000, 8795
65849, 21, 5497, 3000, 8795
65899, -8, 5551, 3000, 8840
65949, 21, 5497, 3000, 8795
66000, 21, 5497, 3000, 8795
66049, 50, 5444, 3000, 8659
66099, 21, 5497, 3000, 8840
66149, 50, 5444, 3000, 8704
66199, 21, 5497, 3000, 8795
66249, -39, 5607, 3000, 8705
66301, 21, 5497, 3000, 8794
66349, -8, 5551, 3000, 8794
66400, 50, 5444, 3000, 8839
66449, 21, 5497, 3000, 8795
66499, 50, 5444, 3000, 8839
66550, -8, 5551, 3000, 8794
66600, -8, 5551, 3000, 8794
66649, -8, 5551, 3000, 8794
66699, -8, 5551, 3000, 8794
66749, -8, 5551, 3000, 8794
66799, -8, 5551, 3000, 8794
66849, 79, 5391, 3000, 8923
66901, -39, 5607, 3000, 8704
66951, 21, 5497, 3000, 8793
66999, -8, 5551, 3000, 8793
67049, 50, 5444, 3000, 8793
67100, 21, 5497, 3000, 8793
67150, -8, 5551, 3000, 8703
67201, 21, 5497, 3000, 8793
67249, -8, 5551, 3000, 8702
67300, 21, 5497, 3000, 8838
67350, -69, 5664, 3000, 8703
67400, 21, 5497, 3000, 8792
67449, -8, 5551, 3000, 8792
67499, 79, 5391, 3000, 8791
67550, -39, 5607, 3000, 8837
67600, 21, 5497, 3000, 8791
67649, -39, 5607, 3000, 8791
67699, 21, 5497, 3000, 8791
67751, -8, 5551, 3000, 8791
67800, 50, 5444, 3000, 8790
67849, 21, 5497, 3000, 8791
67899, -39, 5607, 3000, 8700
67950, 21, 5497, 3000, 8790
67999, -69, 5664, 3000, 8699
68050, -8, 5551, 3000, 8834
68099, 79, 5391, 3000, 8698
68150, -8, 5551, 3000, 8789
68199, 50, 5444, 3000, 8788
68249, -8, 5551, 3000, 8788
68299, 79, 5391, 3000, 8788
68350, -8, 5551, 3000, 8653
68399, 21, 5497, 3000, 8788
68449, 50, 5444, 3000, 8788
68499, -8, 5551, 3000, 8833
68549, 50, 5444, 3000, 8787
68599, -8, 5551, 3000, 8788
68650, 21, 5497, 3000, 8875
68700, -8, 5551, 3000, 8788
68749, 21, 5497, 3000, 8833
68799, 79, 5391, 3000, 8788
68849, 21, 5497, 3000, 8788
68899, -8, 5551, 3000, 8697
68949, 21, 5497, 3000, 8833
68999, -8, 5551, 3000, 8788
69049, -8, 5551, 3000, 8788
69100, 50, 5444, 3000, 8833
69149, 21, 5497, 3000, 8833
69200, 21, 5497, 3000, 8788
69249, 21, 5497, 3000, 8788
69299, 21, 5497, 3000, 8875
69349, -39, 5607, 3000, 8788
69399, 133, 5290, 3000, 8875
69449, -8, 5551, 3000, 8653
69500, 21, 5497, 3000, 8788
69549, 21, 5497, 3000, 8787
69600, 50, 5444, 3000, 8833
69649, -8, 5551, 3000, 8697
69699, -8, 5551, 3000, 8787
69750, 50, 5444, 3000, 8832
69800, -39, 5607, 3000, 8787
69849, 21, 5497, 3000, 8874
69899, -8, 5551, 3000, 8787
69949, 21, 5497, 3000, 8832
70000, -8, 5551, 3000, 8697
70049, 50, 5444, 3000, 8832
70100, -8, 5551, 3000, 8787
70149, -8, 5551, 3000, 8787
70199, -39, 5607, 3000, 8787
70249, 21, 5497, 3000, 8917
70299, -8, 5551, 3000, 8788
70349, 50, 5444, 3000, 8833
70401, -8, 5551, 3000, 8652
70449, -8, 5551, 3000, 8788
70499, 50, 5444, 3000, 8833
70549, -8, 5551, 3000, 8918
70599, 50, 5444, 3000, 8788
70649, -39, 5607, 3000, 8788
70699, 50, 5444, 3000, 8788
70749, -8, 5551, 3000, 8789
70800, 79, 5391, 3000, 8788
70849, 79, 5391, 3000, 8788
70899, 21, 5497, 3000, 8788
70950, -39, 5607, 3000, 8789
70999, 50, 5444, 3000, 8833
71050, -8, 5551, 3000, 8789
71099, 21, 5497, 3000, 8698
71149, -69, 5664, 3000, 8789
71199, 50, 5444, 3000, 8833
71250, 21, 5497, 3000, 8698
71299, 50, 5444, 3000, 8788
71349, -8, 5551, 3000, 8697
71399, 79, 5391, 3000, 8788
71449, 50, 5444, 3000, 8788
71499, 21, 5497, 3000, 8957
71550, 21, 5497, 3000, 8787
71599, -8, 5551, 3000, 8787
71649, 21, 5497, 3000, 8956
71700, -39, 5607, 3000, 8788
71749, 50, 5444, 3000, 8832
71799, -39, 5607, 3000, 8788
71850, -8, 5551, 3000, 8787
71899, -39, 5607, 3000, 8698
71949, 21, 5497, 3000, 8832
71999, -8, 5551, 3000, 8787
72049, -8, 5551, 3000, 8788
72101, -39, 5607, 3000, 8787
72149, 50, 5444, 3000, 8787
72199, 21, 5497, 3000, 8787
72249, -39, 5607, 3000, 8787
72299, 50, 5444, 3000, 8831
72349, -8, 5551, 3000, 8787
72402, 50, 5444, 3000, 8874
72449, -8, 5551, 3000, 8697
72499, 50, 5444, 3000, 8832
72550, -39, 5551, 3000, 8697
72600, 50, 5444, 3000, 8832
72649, -8, 5551, 3000, 8786
72700, 21, 5497, 3000, 8786
72749, 21, 5497, 3000, 8787
72799, -8, 5551, 3000, 8787
72849, 21, 5497, 3000, 8787
72899, 21, 5497, 3000, 8832
72949, 21, 5497, 3000, 8787
73000, -39, 5721, 3000, 8697
73099, 21, 5497, 3000, 8786
73151, 50, 5444, 3000, 8787
73200, -39, 5607, 3000, 8696
73249, 21, 5497, 3000, 8831
73301, 50, 5444, 3000, 8786
73351, -8, 5551, 3000, 8916
73399, 21, 5497, 3000, 8696
73450, -8, 5551, 3000, 8786
73500, 21, 5497, 3000, 8832
73550, 21, 5497, 3000, 8786
73600, 21, 5497, 3000, 8831
73649, -8, 5551, 3000, 8786
73700, 21, 5497, 3000, 8786
73750, -39, 5607, 3000, 8786
73799, 50, 5444, 3000, 8916
73849, -8, 5551, 3000, 8696
73900, 21, 5497, 3000, 8786
73950, -39, 5607, 3000, 8786
73999, 21, 5497, 3000, 8831
74049, 50, 5444, 3000, 8786
74100, 50, 5444, 3000, 8786
74150, -8, 5551, 3000, 8696
74199, 21, 5497, 3000, 8831
74249, 79, 5391, 3000, 8831
74300, -8, 5551, 3000, 8874
74349, 50, 5444, 3000, 8786
74399, -8, 5551, 3000, 8786
74450, 50, 5444, 3000, 8786
74499, -39, 5607, 3000, 8787
74549, 50, 5444, 3000, 8785
74599, -8, 5551, 3000, 8696
74649, -8, 5551, 3000, 8786
74700, -8, 5551, 3000, 8786
74750, 50, 5444, 3000, 8831
74799, -8, 5551, 3000, 8786
74849, 21, 5497, 3000, 8786
74899, -39, 5607, 3000, 8786
74949, 50, 5444, 3000, 8786
74999, 50, 5444, 3000, 8650
75050, 79, 5391, 3000, 8786
75100, 50, 5444, 3000, 8650
75149, 21, 5497, 3000, 8785
75199, 79, 5391, 3000, 8830
75249, -39, 5607, 3000, 8695
75299, 21, 5497, 3000, 8829
75350, -39, 5607, 3000, 8784
75399, -8, 5551, 3000, 8871
75449, 21, 5497, 3000, 8784
75499, -8, 5551, 3000, 8784
75549, 50, 5444, 3000, 8784
75600, -8, 5551, 3000, 8830
75649, 50, 5444, 3000, 8784
75699, -8, 5551, 3000, 8784
75749, 21, 5497, 3000, 8785
75799, -8, 5551, 3000, 8830
75849, 21, 5497, 3000, 8785
75901, 21, 5497, 3000, 8785
75949, 50, 5444, 3000, 8784
75999, -69, 5664, 3000, 8784
76049, 21, 5497, 3000, 8829
76099, -8, 5551, 3000, 8784
76150, 50, 5444, 3000, 8829
76200, -8, 5551, 3000, 8694
76249, -8, 5551, 3000, 8784
76299, -8, 5551, 3000, 8784
76349, -8, 5551, 3000, 8829
76399, 21, 5497, 3000, 8828
76449, 21, 5497, 3000, 8784
76500, 21, 5497, 3000, 8829
76550, -39, 5607, 3000, 8784
76599, 50, 5444, 3000, 8828
76649, -8, 5551, 3000, 8784
76699, 21, 5497, 3000, 8784
76749, -39, 5607, 3000, 8694
76800, 21, 5497, 3000, 8783
76849, -8, 5551, 3000, 8693
76899, 21, 5497, 3000, 8783
76950, -8, 5551, 3000, 8693
76999, 21, 5497, 3000, 8828
77049, 50, 5444, 3000, 8783
77099, 133, 5290, 3000, 8784
77149, -8, 5551, 3000, 8648
77200, -8, 5551, 3000, 8783
77249, 21, 5497, 3000, 8783
77299, -8, 5551, 3000, 8784
77351, -8, 5551, 3000, 8783
77399, -8, 5551, 3000, 8784
77449, 50, 5444, 3000, 8828
77499, -39, 5607, 3000, 8784
77549, 106, 5340, 3000, 8783
77600, -8, 5551, 3000, 8784
77650, -8, 5551, 3000, 8784
77699, -8, 5551, 3000, 8695
77749, 21, 5497, 3000, 8784
77799, 21, 5497, 3000, 8784
77849, 21, 5497, 3000, 8784
77899, -69, 5664, 3000, 8784
77950, 21, 5497, 3000, 8871
78000, 21, 5497, 3000, 8872
78049, 79, 5391, 3000, 8785
78099, -69, 5664, 3000, 8785
78149, 21, 5497, 3000, 8830
78199, 21, 5497, 3000, 8785
78251, 21, 5497, 3000, 8785
78299, -39, 5607, 3000, 8785
78349, 21, 5497, 3000, 8830
78399, -8, 5551, 3000, 8695
78449, -8, 5551, 3000, 8786
78499, -8, 5551, 3000, 8695
78551, 50, 5497, 3000, 8830
78599, -8, 5551, 3000, 8785
78649, 50, 5444, 3000, 8785
78699, 21, 5497, 3000, 8785
78751, 21, 5497, 3000, 8831
78800, 21, 5497, 3000, 8785
78850, -8, 5551, 3000, 8785
78899, 21, 5497, 3000, 8785
78949, 21, 5497, 3000, 8785
79000, 21, 5497, 3000, 8873
79049, -8, 5607, 3000, 8786
79100, 50, 5444, 3000, 8830
79149, -8, 5551, 3000, 8785
79199, 21, 5497, 3000, 8786
79249, -39, 5607, 3000, 8695
79301, 106, 5340, 3000, 8831
79350, -8, 5551, 3000, 8696
79401, 21, 5497, 3000, 8831
79451, -39, 5607, 3000, 8786
79499, 21, 5497, 3000, 8831
79549, 50, 5444, 3000, 8785
79600, 21, 5497, 3000, 8786
79650, -8, 5551, 3000, 8786
79701, -8, 5551, 3000, 8786
79750, 50, 5444, 3000, 8874
79799, 21, 5497, 3000, 8832
79850, -8, 5551, 3000, 8696
79900, 21, 5497, 3000, 8787
79949, -8, 5551, 3000, 8787
