Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
00, -1000, 0, -1000, 0
49, -783, -399, -950, -1196
99, -774, -324, -900, -1176
149, -675, -415, -850, -1036
199, -630, -405, -800, -1240
249, -633, -308, -750, -1084
299, -500, -461, -700, -1109
350, -582, -217, -650, -1025
400, -650, 0, -600, -1192
450, -600, 0, -550, -1138
500, -550, 0, -500, -1083
550, -500, 0, -450, -1025
599, -450, 0, -400, -967
649, -400, 0, -350, -906
699, -350, 0, -300, -844
749, -300, 0, -250, -780
799, -250, 0, -200, -714
850, -200, 0, -150, -647
899, -150, 0, -100, -578
949, -100, 0, -50, -507
999, -50, 0, 0, -435
1050, 0, 0, 50, -330
1099, 50, 0, 100, -285
1150, 100, 0, 150, -207
1199, 150, 0, 200, -128
1249, 200, 0, 250, -48
1299, 132, 218, 300, -143
1349, 356, -103, 350, 201
1399, 310, 75, 400, 121
1450, 343, 106, 450, 213
1499, 450, 0, 500, 239
1549, 500, 0, 550, 465
1599, 550, 0, 600, 558
1649, 600, 0, 650, 652
1699, 650, 0, 700, 748
1749, 700, 0, 750, 845
1799, 750, 0, 800, 944
1849, 800, 0, 850, 1045
1899, 848, 5, 900, 1145
1949, 900, 0, 950, 1252
2000, 940, 20, 1000, 1358
2049, 707, 541, 1050, 1163
2099, 922, 238, 1100, 1343
2149, 897, 376, 1150, 1290
2199, 923, 419, 1200, 1319
2250, 931, 498, 1250, 1407
2300, 984, 491, 1300, 1486
2349, 940, 665, 1350, 1662
2399, 988, 669, 1400, 1643
2449, 1042, 662, 1450, 1688
2499, 1034, 768, 1500, 1852
2549, 1085, 767, 1550, 1854
2600, 1082, 864, 1600, 1929
2649, 1103, 917, 1650, 2071
2699, 1131, 958, 1700, 2085
2750, 1163, 992, 1750, 2147
2799, 1169, 1072, 1800, 2223
2849, 1176, 1153, 1850, 2341
2900, 1237, 1132, 1900, 2436
2949, 1247, 1205, 1950, 2456
2999, 1272, 1251, 2000, 2565
3049, 1303, 1286, 2050, 2605
3100, 1315, 1357, 2100, 2736
3149, 1319, 1441, 2150, 2772
3200, 1375, 1430, 2200, 2859
3249, 1407, 1464, 2250, 2953
3299, 1420, 1532, 2300, 3033
3349, 1412, 1639, 2350, 3087
3399, 1454, 1654, 2400, 3192
3449, 1485, 1689, 2450, 3259
3499, 1483, 1785, 2500, 3324
3549, 1530, 1791, 2550, 3410
3599, 1534, 1875, 2600, 3506
3649, 1549, 1940, 2650, 3582
3699, 1562, 2009, 2700, 3659
3750, 1595, 2039, 2750, 3763
3799, 1612, 2100, 2800, 3832
3849, 1618, 2181, 2850, 3949
3899, 1659, 2199, 2900, 4004
3949, 1680, 2252, 2950, 4104
3999, 1679, 2346, 3000, 4147
4050, 1724, 2376, 3000, 4284
4099, 1685, 2427, 3000, 4287
4149, 1685, 2427, 3000, 4334
4200, 1656, 2448, 3000, 4350
4249, 1638, 2514, 3000, 4378
4301, 1625, 2537, 3000, 4460
4350, 1638, 2514, 3000, 4478
4399, 1619, 2548, 3000, 4511
4449, 1587, 2608, 3000, 4516
4500, 1600, 2584, 3000, 4578
4549, 1600, 2572, 3000, 4643
4600, 1580, 2620, 3000, 4644
4651, 1560, 2657, 3000, 4675
4699, 1546, 2683, 3000, 4696
4749, 1533, 2695, 3000, 4747
4800, 1496, 2775, 3000, 4743
4850, 1503, 2762, 3000, 4803
4901, 1511, 2748, 3000, 4876
4949, 1489, 2789, 3000, 4869
5000, 1466, 2832, 3000, 4951
5050, 1466, 2832, 3000, 4967
5100, 1434, 2890, 3000, 4958
5149, 1434, 2890, 3000, 5006
5200, 1442, 2875, 3000, 5053
5250, 1442, 2875, 3000, 5076
5300, 1367, 3014, 3000, 5060
5349, 1393, 2966, 3000, 5106
5399, 1401, 2951, 3000, 5164
5449, 1384, 2982, 3000, 5171
5500, 1358, 3031, 3000, 5204
5549, 1321, 3098, 3000, 5234
5599, 1376, 2998, 3000, 5266
5649, 1367, 3014, 3000, 5296
5699, 1303, 3132, 3000, 5313
5749, 1303, 3132, 3000, 5341
5800, 1312, 3115, 3000, 5384
5849, 1293, 3150, 3000, 5385
5899, 1283, 3168, 3000, 5412
5950, 1274, 3186, 3000, 5454
5999, 1264, 3204, 3000, 5481
6049, 1254, 3222, 3000, 5523
6101, 1234, 3260, 3000, 5564
6149, 1234, 3260, 3000, 5556
6199, 1181, 3357, 3000, 5630
6250, 1223, 3279, 3000, 5607
6299, 1213, 3298, 3000, 5614
6349, 1170, 3378, 3000, 5686
6401, 1181, 3357, 3000, 5725
6449, 1159, 3398, 3000, 5731
6499, 1147, 3419, 3000, 5770
6550, 1147, 3419, 3000, 5793
6599, 1147, 3419, 3000, 5813
6649, 1159, 3398, 3000, 5800
6700, 1089, 3526, 3000, 5871
6749, 1113, 3482, 3000, 5839
6799, 1089, 3526, 3000, 5893
6849, 1065, 3571, 3000, 5876
6899, 1101, 3504, 3000, 5930
6950, 1101, 3504, 3000, 5984
6999, 1101, 3504, 3000, 5983
7049, 1101, 3504, 3000, 6018
7099, 1065, 3571, 3000, 6036
7149, 1065, 3571, 3000, 6052
7199, 1027, 3641, 3000, 6048
7251, 1040, 3617, 3000, 6103
7299, 1053, 3594, 3000, 6115
7349, 1001, 3689, 3000, 6132
7400, 1027, 3641, 3000, 6182
7449, 1014, 3665, 3000, 6216
7499, 988, 3713, 3000, 6171
7551, 1001, 3689, 3000, 6242
7599, 1001, 3689, 3000, 6235
7649, 974, 3738, 3000, 6268
7699, 974, 3738, 3000, 6279
7749, 947, 3788, 3000, 6332
7799, 947, 3788, 3000, 6300
7850, 933, 3814, 3000, 6330
7899, 947, 3788, 3000, 6383
7949, 919, 3840, 3000, 6392
7999, 933, 3814, 3000, 6423
8049, 861, 3948, 3000, 6390
8099, 919, 3840, 3000, 6524
8149, 905, 3867, 3000, 6425
8199, 861, 3948, 3000, 6500
8249, 905, 3867, 3000, 6550
8299, 905, 3867, 3000, 6558
8350, 861, 3948, 3000, 6586
8400, 905, 3867, 3000, 6548
8449, 875, 3921, 3000, 6598
8499, 830, 4005, 3000, 6605
8549, 830, 4005, 3000, 6564
8599, 830, 4005, 3000, 6615
8649, 861, 3948, 3000, 6688
8700, 814, 4034, 3000, 6670
8749, 830, 4005, 3000, 6649
8799, 798, 4063, 3000, 6745
8849, 830, 4005, 3000, 6726
8899, 798, 4063, 3000, 6753
8949, 798, 4063, 3000, 6803
9001, 782, 4093, 3000, 6757
9049, 798, 4063, 3000, 6758
9099, 750, 4153, 3000, 6832
9149, 750, 4153, 3000, 6882
9199, 766, 4123, 3000, 6835
9249, 733, 4184, 3000, 6860
9300, 750, 4153, 3000, 6834
9349, 733, 4184, 3000, 6831
9399, 766, 4123, 3000, 6910
9449, 766, 4123, 3000, 6958
9499, 715, 4216, 3000, 6931
9549, 715, 4216, 3000, 6904
9600, 733, 4184, 3000, 6978
9650, 733, 4184, 3000, 6951
9699, 715, 4216, 3000, 7025
9750, 715, 4216, 3000, 6997
9799, 698, 4248, 3000, 7045
9851, 681, 4280, 3000, 7021
9899, 645, 4346, 3000, 7039
9949, 681, 4280, 3000, 7007
9999, 681, 4280, 3000, 7084
10049, 733, 4184, 3000, 7079
10099, 698, 4248, 3000, 7101
10150, 681, 4280, 3000, 7154
10199, 645, 4346, 3000, 7117
10249, 681, 4280, 3000, 7111
10299, 645, 4346, 3000, 7159
10351, 663, 4313, 3000, 7158
10401, 627, 4380, 3000, 7178
10450, 645, 4346, 3000, 7226
10499, 645, 4346, 3000, 7158
10551, 627, 4380, 3000, 7240
10601, 608, 4415, 3000, 7233
10649, 608, 4415, 3000, 7223
10750, 589, 4450, 3000, 7319
10799, 589, 4380, 3000, 7282
10849, 589, 4450, 3000, 7301
10900, 569, 4486, 3000, 7321
10950, 550, 4522, 3000, 7340
11000, 608, 4415, 3000, 7301
11051, 608, 4415, 3000, 7320
11100, 589, 4450, 3000, 7339
11149, 608, 4415, 3000, 7384
11200, 589, 4450, 3000, 7402
11250, 589, 4450, 3000, 7420
11299, 589, 4450, 3000, 7411
11350, 589, 4450, 3000, 7429
11400, 569, 4486, 3000, 7383
11450, 530, 4558, 3000, 7401
11499, 509, 4596, 3000, 7482
11549, 530, 4558, 3000, 7499
11601, 550, 4522, 3000, 7423
11650, 530, 4558, 3000, 7503
11699, 509, 4596, 3000, 7550
11749, 509, 4596, 3000, 7567
11800, 489, 4634, 3000, 7520
11849, 509, 4596, 3000, 7476
11900, 489, 4634, 3000, 7523
11949, 447, 4712, 3000, 7539
12000, 509, 4596, 3000, 7618
12049, 468, 4672, 3000, 7541
12099, 530, 4558, 3000, 7680
12149, 509, 4596, 3000, 7603
12200, 489, 4634, 3000, 7619
12250, 468, 4672, 3000, 7635
12299, 489, 4634, 3000, 7553
12349, 468, 4672, 3000, 7665
12399, 468, 4672, 3000, 7617
12449, 468, 4672, 3000, 7695
12500, 468, 4672, 3000, 7711
12549, 403, 4792, 3000, 7663
12599, 468, 4672, 3000, 7677
12649, 447, 4712, 3000, 7724
12699, 447, 4712, 3000, 7705
12749, 425, 4752, 3000, 7686
12800, 489, 4634, 3000, 7733
12849, 447, 4712, 3000, 7780
12899, 447, 4712, 3000, 7795
12949, 425, 4752, 3000, 7709
