Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
38150, -8, 5551, 3000, 8821
38199, 79, 5391, 3000, 8821
38249, -8, 5551, 3000, 8776
38299, 50, 5444, 3000, 8776
38349, 50, 5444, 3000, 8777
38400, -8, 5551, 3000, 8777
38449, 21, 5497, 3000, 8777
38499, 21, 5497, 3000, 8777
38550, 21, 5497, 3000, 8865
38599, 50, 5444, 3000, 8777
38649, -8, 5551, 3000, 8777
38699, 21, 5497, 3000, 8907
38749, 50, 5444, 3000, 8687
38800, -39, 5607, 3000, 8778
38849, 50, 5444, 3000, 8823
38899, -8, 5551, 3000, 8778
38950, -8, 5551, 3000, 8779
38999, -8, 5551, 3000, 8779
39049, -8, 5551, 3000, 8780
39099, 79, 5391, 3000, 8824
39149, -39, 5607, 3000, 8780
39200, -8, 5551, 3000, 8780
39250, 21, 5497, 3000, 8780
39299, -8, 5551, 3000, 8780
39350, 21, 5497, 3000, 8781
39399, -39, 5607, 3000, 8691
39449, 21, 5497, 3000, 8826
39499, 21, 5497, 3000, 8781
39550, -8, 5551, 3000, 8782
39600, 79, 5391, 3000, 8826
39649, -8, 5551, 3000, 8691
39699, 21, 5497, 3000, 8782
39749, 21, 5497, 3000, 8782
39799, -8, 5551, 3000, 8783
39850, 21, 5497, 3000, 8783
39899, -39, 5607, 3000, 8783
39949, 50, 5444, 3000, 8871
40000, 50, 5444, 3000, 8783
40049, 21, 5497, 3000, 8784
40099, 21, 5497, 3000, 8784
40149, 21, 5497, 3000, 8784
40199, 79, 5391, 3000, 8829
40249, 21, 5497, 3000, 8649
40299, -69, 5664, 3000, 8784
40349, 50, 5444, 3000, 8871
40399, 21, 5497, 3000, 8694
40449, -8, 5551, 3000, 8830
40499, 79, 5391, 3000, 8830
40549, -39, 5607, 3000, 8785
40599, 21, 5497, 3000, 8785
40650, 21, 5497, 3000, 8785
40700, -8, 5551, 3000, 8831
40749, 50, 5444, 3000, 8830
40799, -39, 5607, 3000, 8786
40849, 21, 5497, 3000, 8915
40899, 79, 5391, 3000, 8786
40949, -8, 5551, 3000, 8786
41000, 21, 5497, 3000, 8874
41050, -8, 5551, 3000, 8787
41099, 21, 5497, 3000, 8787
41149, 21, 5497, 3000, 8788
41199, -8, 5551, 3000, 8788
41249, 50, 5444, 3000, 8788
41300, 50, 5444, 3000, 8788
41349, 21, 5497, 3000, 8789
41399, 50, 5444, 3000, 8834
41449, -39, 5607, 3000, 8789
41499, 21, 5497, 3000, 8789
41550, 21, 5497, 3000, 8789
41599, -8, 5551, 3000, 8789
41650, -8, 5551, 3000, 8789
41699, -8, 5551, 3000, 8789
41750, 21, 5497, 3000, 8789
41799, 21, 5497, 3000, 8789
41849, -39, 5607, 3000, 8700
41900, 50, 5444, 3000, 8834
41949, 21, 5497, 3000, 8699
41999, -39, 5607, 3000, 8790
42050, 50, 5444, 3000, 8834
42099, 21, 5497, 3000, 8789
42150, -8, 5551, 3000, 8789
42199, 50, 5444, 3000, 8834
42249, 50, 5444, 3000, 8835
42299, 21, 5497, 3000, 8789
42350, -8, 5551, 3000, 8699
42399, -8, 5551, 3000, 8835
42451, -8, 5551, 3000, 8790
42499, 21, 5497, 3000, 8920
42549, 21, 5497, 3000, 8790
42599, 21, 5551, 3000, 8790
42650, -8, 5551, 3000, 8700
42700, -8, 5551, 3000, 8790
42751, 21, 5497, 3000, 8834
42800, -8, 5551, 3000, 8790
42850, -8, 5551, 3000, 8835
42900, -39, 5607, 3000, 8700
42950, 50, 5444, 3000, 8790
42999, -8, 5551, 3000, 8699
43050, 21, 5497, 3000, 8790
43100, 50, 5444, 3000, 8834
43150, 21, 5497, 3000, 8699
43199, 79, 5391, 3000, 8789
43249, -39, 5607, 3000, 8699
43299, 21, 5497, 3000, 8790
43350, 21, 5497, 3000, 8789
43399, -8, 5551, 3000, 8700
43449, 21, 5497, 3000, 8790
43499, -8, 5551, 3000, 8790
43549, 79, 5391, 3000, 8790
43599, -39, 5607, 3000, 8700
43649, 21, 5497, 3000, 8835
43700, -8, 5551, 3000, 8790
43749, 21, 5497, 3000, 8878
43799, -8, 5551, 3000, 8790
43850, 21, 5497, 3000, 8836
43900, -8, 5551, 3000, 8791
43949, -8, 5551, 3000, 8791
43999, 21, 5497, 3000, 8836
44049, -8, 5551, 3000, 8790
44099, -8, 5551, 3000, 8790
44149, 50, 5444, 3000, 8791
44200, 50, 5444, 3000, 8835
44249, -8, 5551, 3000, 8791
44299, 21, 5497, 3000, 8791
44349, -39, 5607, 3000, 8701
44399, 50, 5444, 3000, 8835
44449, -8, 5551, 3000, 8790
44500, 50, 5444, 3000, 8790
44549, 21, 5497, 3000, 8700
44599, 21, 5497, 3000, 8790
44649, 106, 5340, 3000, 8877
44699, -39, 5607, 3000, 8700
44749, 21, 5497, 3000, 8790
44800, 21, 5497, 3000, 8700
44849, -69, 5664, 3000, 8877
44900, 21, 5497, 3000, 8877
44949, -39, 5607, 3000, 8790
44999, 50, 5444, 3000, 8919
45049, -39, 5607, 3000, 8791
45100, 21, 5497, 3000, 8790
45150, -39, 5607, 3000, 8790
45199, 21, 5497, 3000, 8790
45249, -39, 5607, 3000, 8790
45299, 21, 5497, 3000, 8835
45350, -39, 5607, 3000, 8790
45399, -8, 5551, 3000, 8790
45449, 50, 5444, 3000, 8835
45499, -8, 5551, 3000, 8700
45550, 21, 5497, 3000, 8790
45599, 21, 5497, 3000, 8790
45650, 21, 5497, 3000, 8790
45699, -8, 5551, 3000, 8790
45749, 79, 5391, 3000, 8835
45799, -8, 5551, 3000, 8700
45849, -8, 5551, 3000, 8790
45899, 106, 5340, 3000, 8834
45951, -39, 5607, 3000, 8654
45999, -8, 5551, 3000, 8790
46049, -8, 5551, 3000, 8790
46099, 21, 5497, 3000, 8877
46149, 21, 5497, 3000, 8790
46199, 21, 5497, 3000, 8790
46250, 21, 5497, 3000, 8789
46299, -39, 5607, 3000, 8835
46349, 50, 5444, 3000, 8834
46399, -39, 5607, 3000, 8790
46449, 21, 5497, 3000, 8835
46499, -8, 5551, 3000, 8699
46550, 21, 5497, 3000, 8789
46600, -8, 5551, 3000, 8789
46649, -39, 5607, 3000, 8790
46699, 50, 5444, 3000, 8834
46749, -8, 5551, 3000, 8699
46799, -8, 5551, 3000, 8789
46849, 21, 5497, 3000, 8789
46899, 21, 5497, 3000, 8790
46949, 50, 5444, 3000, 8789
46999, -39, 5607, 3000, 8789
47049, 21, 5497, 3000, 8834
47100, 50, 5444, 3000, 8789
47150, 21, 5497, 3000, 8790
47199, -8, 5551, 3000, 8790
47249, -8, 5551, 3000, 8835
47299, 50, 5444, 3000, 8790
47349, 21, 5497, 3000, 8836
47400, 21, 5497, 3000, 8790
47449, -39, 5607, 3000, 8791
47499, 21, 5497, 3000, 8835
47549, -39, 5607, 3000, 8790
47599, 50, 5444, 3000, 8835
47649, -39, 5607, 3000, 8790
47700, 21, 5497, 3000, 8835
47749, -8, 5551, 3000, 8700
47799, 21, 5497, 3000, 8835
47850, -8, 5551, 3000, 8790
47899, 21, 5497, 3000, 8790
47949, -8, 5551, 3000, 8700
48000, -8, 5551, 3000, 8790
48049, 21, 5497, 3000, 8790
48099, 50, 5444, 3000, 8836
48149, -8, 5551, 3000, 8790
48199, -39, 5607, 3000, 8836
48249, 50, 5444, 3000, 8877
48299, -8, 5551, 3000, 8654
48351, -8, 5551, 3000, 8790
48399, 50, 5444, 3000, 8835
48449, -39, 5607, 3000, 8790
48499, 50, 5444, 3000, 8834
48551, -8, 5551, 3000, 8789
48599, 50, 5444, 3000, 8835
48649, 50, 5444, 3000, 8789
48699, -8, 5551, 3000, 8790
48750, -8, 5551, 3000, 8790
48800, -39, 5607, 3000, 8700
48851, 50, 5444, 3000, 8789
48901, -8, 5551, 3000, 8790
48949, 21, 5497, 3000, 8700
49000, -8, 5551, 3000, 8790
49050, 21, 5497, 3000, 8790
49100, 50, 5444, 3000, 8789
49150, 21, 5497, 3000, 8790
49200, 21, 5497, 3000, 8789
49250, -8, 5551, 3000, 8790
49300, 79, 5391, 3000, 8789
49349, 50, 5444, 3000, 8789
49399, 21, 5497, 3000, 8790
49451, 50, 5444, 3000, 8790
49500, -8, 5551, 3000, 8878
49549, 50, 5444, 3000, 8790
49599, -8, 5551, 3000, 8790
49649, 50, 5444, 3000, 8835
49699, -8, 5551, 3000, 8789
49750, 50, 5444, 3000, 8835
49800, 21, 5497, 3000, 8789
49849, 21, 5497, 3000, 8790
49899, 50, 5444, 3000, 8789
49949, -8, 5551, 3000, 8699
49999, 21, 5497, 3000, 8835
50049, -39, 5607, 3000, 8700
50099, 50, 5444, 3000, 8835
50149, -8, 5551, 3000, 8699
50200, -39, 5607, 3000, 8790
50249, 50, 5444, 3000, 8834
50300, 50, 5444, 3000, 8877
50349, 21, 5497, 3000, 8790
50399, -69, 5664, 3000, 8700
50449, 21, 5497, 3000, 8877
50499, -8, 5551, 3000, 8790
50549, 50, 5444, 3000, 8791
50601, -8, 5551, 3000, 8655
50649, -8, 5551, 3000, 8791
50699, 50, 5444, 3000, 8790
50749, -8, 5551, 3000, 8878
50799, 21, 5497, 3000, 8790
50849, -8, 5551, 3000, 8791
50900, -8, 5551, 3000, 8790
50949, -8, 5551, 3000, 8790
50999, 21, 5497, 3000, 8790
51049, -8, 5551, 3000, 8790
51099, -8, 5551, 3000, 8835
51150, -8, 5551, 3000, 8790
51200, 21, 5497, 3000, 8790
51249, -8, 5551, 3000, 8790
51299, 50, 5444, 3000, 8790
51349, -39, 5607, 3000, 8789
51399, -8, 5551, 3000, 8789
51449, 50, 5444, 3000, 8790
51500, -69, 5664, 3000, 8790
51550, 21, 5497, 3000, 8835
51599, -8, 5551, 3000, 8699
51649, 21, 5497, 3000, 8789
51699, 50, 5444, 3000, 8789
51750, -39, 5607, 3000, 8790
51799, 106, 5340, 3000, 8834
51849, -39, 5607, 3000, 8790
51899, 21, 5497, 3000, 8790
51949, -8, 5551, 3000, 8789
51999, -8, 5551, 3000, 8877
52050, 21, 5497, 3000, 8699
52099, -8, 5551, 3000, 8790
52149, 21, 5497, 3000, 8835
52200, -39, 5607, 3000, 8791
52249, 21, 5497, 3000, 8835
52299, -39, 5607, 3000, 8790
52350, -8, 5551, 3000, 8835
52399, -8, 5551, 3000, 8790
52449, 50, 5444, 3000, 8790
52499, -39, 5607, 3000, 8700
52549, 21, 5497, 3000, 8790
52599, -8, 5551, 3000, 8790
52650, 21, 5497, 3000, 8790
52699, 21, 5497, 3000, 8700
52749, -8, 5551, 3000, 8790
52799, 50, 5444, 3000, 8790
52849, -8, 5551, 3000, 8790
52899, 50, 5444, 3000, 8790
52950, -39, 5607, 3000, 8700
53000, 21, 5497, 3000, 8789
53049, 21, 5497, 3000, 8789
53099, 21, 5497, 3000, 8835
53149, 50, 5444, 3000, 8835
53199, -8, 5551, 3000, 8790
53249, 21, 5497, 3000, 8790
53299, -8, 5551, 3000, 8790
53349, 50, 5444, 3000, 8835
53400, -39, 5607, 3000, 8790
53449, -8, 5551, 3000, 8790
53500, -8, 5551, 3000, 8790
53549, 50, 5444, 3000, 8920
53599, 21, 5497, 3000, 8791
53649, 21, 5497, 3000, 8790
53699, -39, 5607, 3000, 8699
53749, 21, 5497, 3000, 8789
53800, 50, 5444, 3000, 8789
53849, -69, 5664, 3000, 8699
53899, 50, 5444, 3000, 8789
53949, 21, 5497, 3000, 8789
53999, -69, 5664, 3000, 8789
54050, 21, 5497, 3000, 8789
54100, 21, 5497, 3000, 8789
54149, -8, 5551, 3000, 8834
54199, 50, 5444, 3000, 8833
54252, 50, 5444, 3000, 8788
54299, 79, 5391, 3000, 8876
54349, 50, 5444, 3000, 8789
54400, -39, 5607, 3000, 8790
54449, 79, 5391, 3000, 8834
54499, -39, 5607, 3000, 8699
54551, 21, 5497, 3000, 8790
54601, -8, 5551, 3000, 8790
54649, 21, 5497, 3000, 8790
54699, -8, 5551, 3000, 8789
54751, -8, 5551, 3000, 8790
54799, -8, 5551, 3000, 8790
54849, 21, 5497, 3000, 8835
54899, 21, 5497, 3000, 8790
54951, -8, 5551, 3000, 8790
55001, 21, 5497, 3000, 8790
55049, -39, 5607, 3000, 8790
55099, 21, 5497, 3000, 8877
55150, -8, 5551, 3000, 8790
55200, 79, 5391, 3000, 8700
55251, -8, 5551, 3000, 8790
55299, 21, 5497, 3000, 8790
55350, -8, 5551, 3000, 8700
55400, -8, 5551, 3000, 8877
55450, -8, 5551, 3000, 8699
55499, -8, 5551, 3000, 8835
55550, -39, 5607, 3000, 8790
55600, -8, 5551, 3000, 8699
55650, 21, 5497, 3000, 8835
55699, -8, 5551, 3000, 8790
55749, 21, 5497, 3000, 8835
55800, -39, 5607, 3000, 8700
55850, 50, 5444, 3000, 8834
55899, 21, 5497, 3000, 8789
55949, -8, 5551, 3000, 8790
55999, 50, 5444, 3000, 8789
56049, -8, 5551, 3000, 8789
56099, 21, 5497, 3000, 8790
56151, -8, 5551, 3000, 8699
56199, 21, 5497, 3000, 8790
56249, 50, 5444, 3000, 8789
56299, -8, 5551, 3000, 8790
56349, 21, 5497, 3000, 8790
56399, -8, 5551, 3000, 8790
56449, 106, 5340, 3000, 8834
56499, -8, 5551, 3000, 8654
56550, -8, 5551, 3000, 8835
56599, 21, 5497, 3000, 8790
56649, 21, 5497, 3000, 8958
56700, 50, 5444, 3000, 8789
56749, -8, 5551, 3000, 8789
56799, 21, 5497, 3000, 8919
56849, -39, 5607, 3000, 8790
56899, 21, 5497, 3000, 8790
56950, 21, 5497, 3000, 8700
57000, 21, 5497, 3000, 8835
57049, -8, 5551, 3000, 8700
57099, 21, 5497, 3000, 8835
57149, 21, 5497, 3000, 8789
57199, -8, 5551, 3000, 8835
57249, 79, 5391, 3000, 8834
57300, -8, 5551, 3000, 8699
57350, 21, 5497, 3000, 8789
57399, 21, 5497, 3000, 8789
57449, -8, 5551, 3000, 8789
57499, 21, 5497, 3000, 8834
57549, -69, 5664, 3000, 8790
57600, 50, 5444, 3000, 8835
57649, -8, 5551, 3000, 8790
57699, 79, 5391, 3000, 8790
57749, -8, 5551, 3000, 8655
57799, 21, 5497, 3000, 8790
57849, -39, 5607, 3000, 8790
57899, 21, 5497, 3000, 8835
57949, 50, 5444, 3000, 8790
58000, -8, 5551, 3000, 8791
58049, -8, 5551, 3000, 8791
58099, -8, 5551, 3000, 8791
58151, 50, 5444, 3000, 8790
58199, -8, 5551, 3000, 8836
58249, -39, 5607, 3000, 8701
58299, 21, 5497, 3000, 8791
58349, 21, 5497, 3000, 8836
58400, -8, 5551, 3000, 8701
58450, 21, 5497, 3000, 8791
58499, -39, 5607, 3000, 8791
58549, 50, 5444, 3000, 8836
58599, 21, 5497, 3000, 8791
58649, 106, 5340, 3000, 8791
58699, -39, 5607, 3000, 8656
58750, 21, 5497, 3000, 8791
58799, 21, 5497, 3000, 8790
58849, 79, 5391, 3000, 8835
58899, 79, 5391, 3000, 8789
58949, -39, 5607, 3000, 8790
58999, 21, 5497, 3000, 8958
59050, -8, 5551, 3000, 8790
59099, 21, 5497, 3000, 8790
59149, 21, 5497, 3000, 8700
59199, -8, 5551, 3000, 8790
59249, 21, 5497, 3000, 8789
59299, -8, 5551, 3000, 8790
59349, 21, 5497, 3000, 8790
59399, -39, 5607, 3000, 8790
59450, 50, 5444, 3000, 8835
59499, -39, 5607, 3000, 8699
59549, -8, 5551, 3000, 8790
59599, 79, 5391, 3000, 8834
59649, 21, 5497, 3000, 8835
59699, 21, 5497, 3000, 8790
59749, -69, 5664, 3000, 8790
59799, 50, 5444, 3000, 8789
59850, -8, 5551, 3000, 8790
59900, 50, 5444, 3000, 8790
59949, -8, 5551, 3000, 8700
59999, 21, 5497, 3000, 8790
60049, 21, 5497, 3000, 8790
60099, 50, 5444, 3000, 8876
60150, 79, 5391, 3000, 8876
60200, -8, 5551, 3000, 8790
60249, 50, 5444, 3000, 8835
60299, -39, 5607, 3000, 8790
60349, 79, 5391, 3000, 8789
60402, -8, 5551, 3000, 8789
60449, -39, 5607, 3000, 8700
60500, 79, 5391, 3000, 8789
60549, -8, 5551, 3000, 8790
60599, 21, 5497, 3000, 8789
60649, 21, 5497, 3000, 8789
60701, -39, 5607, 3000, 8790
60751, 21, 5497, 3000, 8789
60799, -8, 5551, 3000, 8699
60849, 21, 5497, 3000, 8834
60900, 50, 5444, 3000, 8699
60949, -8, 5551, 3000, 8789
60999, 79, 5391, 3000, 8877
61050, -8, 5551, 3000, 8790
61099, 21, 5497, 3000, 8790
61149, -8, 5551, 3000, 8700
61199, 50, 5444, 3000, 8790
61250, -39, 5607, 3000, 8790
61300, 21, 5497, 3000, 8877
61351, -39, 5607, 3000, 8790
61400, -8, 5551, 3000, 8835
61449, -8, 5551, 3000, 8790
61500, -8, 5551, 3000, 8790
61550, 50, 5444, 3000, 8789
61600, -39, 5607, 3000, 8700
61650, -8, 5551, 3000, 8790
61700, -8, 5551, 3000, 8699
61750, 21, 5497, 3000, 8834
61800, -8, 5551, 3000, 8789
61849, -39, 5607, 3000, 8790
61899, 50, 5444, 3000, 8834
61951, -8, 5551, 3000, 8699
62000, 79, 5391, 3000, 8790
62049, -8, 5551, 3000, 8700
62099, -39, 5607, 3000, 8835
62150, -8, 5551, 3000, 8790
62199, 79, 5391, 3000, 8790
62250, 21, 5497, 3000, 8655
62299, 21, 5497, 3000, 8790
62350, -8, 5551, 3000, 8790
62399, -8, 5551, 3000, 8835
62449, 21, 5497, 3000, 8790
62500, -8, 5551, 3000, 8791
62549, 21, 5497, 3000, 8790
62599, 21, 5497, 3000, 8790
62649, 21, 5497, 3000, 8790
62699, -8, 5551, 3000, 8790
62749, -8, 5551, 3000, 8790
62799, -8, 5551, 3000, 8700
62849, 50, 5444, 3000, 8959
62900, 21, 5497, 3000, 8791
62949, 21, 5497, 3000, 8791
62999, -39, 5607, 3000, 8792
63049, 50, 5444, 3000, 8836
63100, -8, 5551, 3000, 8791
63149, 79, 5391, 3000, 8878
63199, -39, 5607, 3000, 8792
63249, 50, 5444, 3000, 8836
63300, -39, 5607, 3000, 8791
63349, 21, 5497, 3000, 8878
63400, -39, 5607, 3000, 8791
63449, 50, 5444, 3000, 8791
63499, -8, 5551, 3000, 8791
63550, -8, 5551, 3000, 8791
63599, -8, 5551, 3000, 8610
63649, 21, 5497, 3000, 8791
63700, -8, 5551, 3000, 8700
63749, 21, 5497, 3000, 8791
63799, 21, 5497, 3000, 8790
63849, -8, 5551, 3000, 8790
63899, 21, 5497, 3000, 8790
63949, -8, 5551, 3000, 8700
64000, 21, 5497, 3000, 8790
64049, 21, 5497, 3000, 8790
64099, 79, 5391, 3000, 8789
64149, -39, 5607, 3000, 8700
64200, 50, 5444, 3000, 8789
64249, 50, 5444, 3000, 8877
64300, 21, 5497, 3000, 8835
64349, -8, 5551, 3000, 8609
64399, -8, 5551, 3000, 8790
64449, -8, 5551, 3000, 8790
64499, 50, 5444, 3000, 8790
64550, 21, 5497, 3000, 8790
64600, 21, 5497, 3000, 8835
64649, -8, 5551, 3000, 8699
64699, -69, 5664, 3000, 8790
64749, 50, 5444, 3000, 8834
64799, 21, 5497, 3000, 8699
64850, 21, 5497, 3000, 8789
64899, 21, 5497, 3000, 8699
64949, 21, 5497, 3000, 8834
64999, 50, 5444, 3000, 8789
65049, -39, 5607, 3000, 8790
65099, 50, 5444, 3000, 8789
65150, 21, 5497, 3000, 8789
65199, 106, 5340, 3000, 8789
65249, -8, 5551, 3000, 8789
65299, -8, 5551, 3000, 8790
65349, 50, 5444, 3000, 8789
65399, -39, 5607, 3000, 8699
65450, 50, 5444, 3000, 8834
65500, -8, 5551, 3000, 8789
65549, 21, 5497, 3000, 8877
65599, 21, 5497, 3000, 8788
65649, -8, 5551, 3000, 8789
65699, 21, 5497, 3000, 8834
65750, 21, 5497, 3000, 8788
65799, -8, 5551, 3000, 8789
65849, 21, 5497, 3000, 8834
65899, -8, 5551, 3000, 8789
65949, 50, 5444, 3000, 8789
65999, -8, 5551, 3000, 8789
66050, 21, 5497, 3000, 8789
66099, 79, 5391, 3000, 8834
66149, -8, 5551, 3000, 8699
66199, 21, 5497, 3000, 8834
66249, 21, 5497, 3000, 8699
66300, -8, 5551, 3000, 8834
66349, 21, 5497, 3000, 8789
66399, -8, 5551, 3000, 8699
66449, 50, 5444, 3000, 8919
66499, -8, 5551, 3000, 8700
66549, 21, 5497, 3000, 8790
66600, -39, 5607, 3000, 8699
66649, 50, 5444, 3000, 8835
66699, 21, 5497, 3000, 8789
66752, -39, 5607, 3000, 8790
66799, 50, 5444, 3000, 8834
66849, 21, 5497, 3000, 8790
66900, 50, 5444, 3000, 8876
66949, -39, 5607, 3000, 8654
66999, 21, 5497, 3000, 8834
67049, -8, 5497, 3000, 8789
67099, 21, 5497, 3000, 8790
67151, 50, 5444, 3000, 8834
67199, -8, 5551, 3000, 8789
67249, 21, 5497, 3000, 8877
67299, -8, 5551, 3000, 8789
67349, 50, 5444, 3000, 8834
67400, -8, 5551, 3000, 8699
67450, -39, 5607, 3000, 8790
67499, 21, 5497, 3000, 8834
67549, -39, 5607, 3000, 8699
67600, 50, 5444, 3000, 8834
67650, -8, 5551, 3000, 8789
67700, -8, 5551, 3000, 8790
67751, 79, 5391, 3000, 8789
67800, 21, 5497, 3000, 8790
67849, 21, 5497, 3000, 8789
67900, -8, 5551, 3000, 8790
67950, 50, 5444, 3000, 8790
67999, 21, 5497, 3000, 8790
68050, -39, 5607, 3000, 8789
68100, -8, 5551, 3000, 8790
68150, 50, 5444, 3000, 8834
68199, -8, 5551, 3000, 8789
68249, 50, 5444, 3000, 8789
68300, 21, 5497, 3000, 8790
68350, -39, 5607, 3000, 8790
68399, 50, 5444, 3000, 8834
68449, -39, 5607, 3000, 8699
68500, -8, 5551, 3000, 8834
68549, -8, 5551, 3000, 8699
68599, 21, 5497, 3000, 8835
68651, -8, 5551, 3000, 8699
68699, 21, 5497, 3000, 8790
68749, 21, 5497, 3000, 8835
68799, -8, 5551, 3000, 8790
68849, 79, 5391, 3000, 8789
68899, -39, 5607, 3000, 8790
68949, 50, 5444, 3000, 8834
68999, 21, 5497, 3000, 8789
69049, 79, 5391, 3000, 8789
69099, -8, 5551, 3000, 8653
69149, -8, 5551, 3000, 8834
69199, 79, 5391, 3000, 8918
69249, -8, 5551, 3000, 8789
69300, 21, 5497, 3000, 8789
69349, 21, 5497, 3000, 8789
69399, -8, 5551, 3000, 8876
69449, 50, 5444, 3000, 8789
69500, -8, 5551, 3000, 8789
69549, 50, 5444, 3000, 8876
69599, -39, 5607, 3000, 8789
69649, 21, 5497, 3000, 8789
69700, 21, 5497, 3000, 8789
69749, -8, 5551, 3000, 8789
69800, 50, 5444, 3000, 8919
69849, -8, 5551, 3000, 8700
69899, -8, 5551, 3000, 8876
69949, 21, 5497, 3000, 8789
69999, 50, 5444, 3000, 8789
70049, -8, 5551, 3000, 8789
70100, 50, 5444, 3000, 8790
70149, 50, 5444, 3000, 8789
70199, -39, 5607, 3000, 8790
70249, 21, 5497, 3000, 8790
70299, -8, 5551, 3000, 8699
70349, 21, 5497, 3000, 8789
70400, 21, 5497, 3000, 8789
70449, -39, 5607, 3000, 8790
70499, 21, 5497, 3000, 8834
70549, -8, 5551, 3000, 8790
70599, -8, 5551, 3000, 8790
70649, -8, 5551, 3000, 8654
70700, 21, 5497, 3000, 8789
70749, 21, 5497, 3000, 8789
70799, -8, 5551, 3000, 8834
70849, 50, 5444, 3000, 8788
70900, -8, 5551, 3000, 8789
70950, 21, 5497, 3000, 8919
70999, -39, 5607, 3000, 8699
71049, 21, 5497, 3000, 8789
71099, -8, 5551, 3000, 8789
71149, 21, 5497, 3000, 8835
71199, 21, 5497, 3000, 8789
71250, 21, 5497, 3000, 8790
71299, -8, 5551, 3000, 8790
71349, 21, 5497, 3000, 8790
71399, -8, 5551, 3000, 8790
71449, 21, 5497, 3000, 8790
71499, 21, 5497, 3000, 8699
71550, -39, 5607, 3000, 8790
71599, 50, 5444, 3000, 8833
71649, -8, 5551, 3000, 8698
71700, 50, 5444, 3000, 8789
71749, -8, 5551, 3000, 8698
71799, -8, 5551, 3000, 8789
71850, 50, 5444, 3000, 8833
71899, -39, 5607, 3000, 8698
71949, 21, 5497, 3000, 8788
71999, 50, 5444, 3000, 8788
72049, -8, 5551, 3000, 8834
72100, -8, 5551, 3000, 8789
72149, -8, 5551, 3000, 8789
72199, 50, 5444, 3000, 8876
72249, 21, 5497, 3000, 8789
72299, 50, 5444, 3000, 8789
72349, 21, 5497, 3000, 8789
72399, -39, 5607, 3000, 8789
72449, 21, 5497, 3000, 8834
72500, -39, 5607, 3000, 8699
72549, 79, 5391, 3000, 8789
72599, 21, 5497, 3000, 8788
72649, -8, 5551, 3000, 8788
72700, -8, 5551, 3000, 8788
72749, -8, 5551, 3000, 8790
72799, 50, 5444, 3000, 8834
72849, 21, 5497, 3000, 8790
72899, 21, 5497, 3000, 8790
72949, -39, 5607, 3000, 8790
73001, 21, 5497, 3000, 8790
73049, -8, 5551, 3000, 8790
73099, 50, 5444, 3000, 8834
73149, -8, 5551, 3000, 8790
73199, 21, 5497, 3000, 8790
73249, -8, 5551, 3000, 8790
73300, -8, 5551, 3000, 8790
73350, -39, 5607, 3000, 8700
73399, 50, 5444, 3000, 8834
73449, -8, 5551, 3000, 8789
73501, 21, 5497, 3000, 8790
73550, -8, 5551, 3000, 8790
73601, 21, 5497, 3000, 8835
73651, 21, 5497, 3000, 8790
73699, 50, 5444, 3000, 8790
73749, -39, 5607, 3000, 8699
73800, -8, 5551, 3000, 8835
73850, -39, 5607, 3000, 8790
73900, 21, 5497, 3000, 8789
73949, 50, 5444, 3000, 8789
74000, -8, 5551, 3000, 8789
74050, 21, 5497, 3000, 8877
74100, -8, 5551, 3000, 8790
74150, 50, 5444, 3000, 8790
74200, -39, 5607, 3000, 8790
74250, -8, 5551, 3000, 8790
74300, -39, 5607, 3000, 8790
74349, 21, 5497, 3000, 8834
74399, -8, 5551, 3000, 8789
74450, -8, 5551, 3000, 8654
74500, 21, 5497, 3000, 8834
74549, 21, 5497, 3000, 8789
74599, 50, 5444, 3000, 8790
74650, -39, 5607, 3000, 8699
74699, 21, 5497, 3000, 8834
74750, 50, 5444, 3000, 8789
74799, -39, 5607, 3000, 8789
74850, 21, 5497, 3000, 8834
74899, 21, 5497, 3000, 8789
74949, 50, 5444, 3000, 8789
74999, -8, 5551, 3000, 8789
75050, -8, 5551, 3000, 8834
75099, 50, 5444, 3000, 8789
75149, -39, 5607, 3000, 8654
75199, 21, 5497, 3000, 8834
75250, 21, 5497, 3000, 8789
75299, 21, 5497, 3000, 8834
75350, 50, 5444, 3000, 8788
75399, -39, 5607, 3000, 8698
75449, 21, 5497, 3000, 8876
75499, -8, 5551, 3000, 8698
75549, 21, 5497, 3000, 8788
75599, 50, 5444, 3000, 8833
75650, -39, 5607, 3000, 8788
75699, 21, 5497, 3000, 8788
75749, -8, 5551, 3000, 8788
75799, -8, 5551, 3000, 8789
75849, 79, 5391, 3000, 8788
75900, -8, 5551, 3000, 8789
75949, -8, 5551, 3000, 8834
75999, -8, 5551, 3000, 8789
76050, 50, 5444, 3000, 8789
76099, 21, 5497, 3000, 8699
76149, 21, 5497, 3000, 8789
76200, 21, 5497, 3000, 8788
76249, -8, 5551, 3000, 8834
76300, 50, 5444, 3000, 8789
76349, 50, 5444, 3000, 8789
76399, 50, 5444, 3000, 8699
76449, 21, 5497, 3000, 8789
76500, 106, 5340, 3000, 8789
76550, -39, 5607, 3000, 8699
76599, 21, 5497, 3000, 8789
76649, 79, 5391, 3000, 8789
76699, -8, 5551, 3000, 8834
76749, 50, 5444, 3000, 8834
76800, -39, 5607, 3000, 8790
76849, 21, 5497, 3000, 8877
