Time (ms), Raw speed error (mV), Raw speed (mrad/s), Reference (mV), Control output (mV)
38049, 21, 5497, 3000, 8772
38100, 21, 5497, 3000, 8818
38150, 50, 5444, 3000, 8817
38199, -8, 5551, 3000, 8773
38249, 21, 5497, 3000, 8861
38299, 21, 5497, 3000, 8773
38349, 21, 5497, 3000, 8774
38400, 50, 5444, 3000, 8819
38449, 21, 5497, 3000, 8773
38499, 21, 5497, 3000, 8774
38550, 21, 5497, 3000, 8819
38599, -8, 5551, 3000, 8774
38649, 50, 5444, 3000, 8819
38699, 21, 5497, 3000, 8775
38749, 21, 5497, 3000, 8775
38799, 79, 5391, 3000, 8820
38849, -8, 5551, 3000, 8776
38899, 21, 5497, 3000, 8776
38950, 21, 5497, 3000, 8776
38999, 21, 5497, 3000, 8821
39049, -8, 5551, 3000, 8776
39099, -39, 5607, 3000, 8777
39149, 50, 5444, 3000, 8863
39200, 21, 5497, 3000, 8776
39250, 21, 5497, 3000, 8777
39299, 50, 5444, 3000, 8822
39349, -8, 5551, 3000, 8777
39399, 50, 5444, 3000, 8777
39449, -39, 5607, 3000, 8778
39499, 79, 5391, 3000, 8778
39550, 50, 5444, 3000, 8778
39600, -39, 5607, 3000, 8779
39649, 50, 5444, 3000, 8823
39699, -8, 5551, 3000, 8778
39749, 50, 5444, 3000, 8824
39799, 106, 5340, 3000, 8778
39851, -8, 5551, 3000, 8779
39899, 106, 5340, 3000, 8866
39949, -8, 5551, 3000, 8644
40000, 21, 5497, 3000, 8824
40049, 50, 5444, 3000, 8779
40099, -8, 5551, 3000, 8779
40149, 21, 5497, 3000, 8779
40199, -8, 5551, 3000, 8780
40249, 21, 5497, 3000, 8825
40299, 21, 5497, 3000, 8779
40349, -39, 5607, 3000, 8825
40400, 50, 5444, 3000, 8867
40449, -39, 5607, 3000, 8780
40499, 50, 5444, 3000, 8780
40549, 21, 5497, 3000, 8780
40599, -8, 5551, 3000, 8781
40649, 79, 5391, 3000, 8826
40700, -8, 5551, 3000, 8781
40749, -8, 5551, 3000, 8827
40800, -8, 5551, 3000, 8782
40849, 21, 5497, 3000, 8827
40899, 21, 5497, 3000, 8782
40949, 50, 5444, 3000, 8783
41000, 50, 5444, 3000, 8828
41050, 21, 5497, 3000, 8784
41099, 21, 5497, 3000, 8783
41149, -8, 5551, 3000, 8783
41200, 50, 5444, 3000, 8783
41249, 50, 5444, 3000, 8783
41300, -8, 5551, 3000, 8784
41349, 21, 5497, 3000, 8784
41399, 21, 5497, 3000, 8784
41449, 21, 5497, 3000, 8830
41499, 21, 5497, 3000, 8785
41553, -8, 5551, 3000, 8830
41599, 79, 5391, 3000, 8830
41649, -8, 5551, 3000, 8695
41699, 50, 5444, 3000, 8830
41749, 50, 5444, 3000, 8830
41799, 21, 5497, 3000, 8785
41849, 21, 5497, 3000, 8785
41899, 21, 5497, 3000, 8786
41949, -8, 5551, 3000, 8786
41999, 21, 5497, 3000, 8786
42049, -39, 5607, 3000, 8696
42099, 21, 5497, 3000, 8786
42150, 50, 5444, 3000, 8695
42199, 21, 5497, 3000, 8786
42249, 21, 5497, 3000, 8786
42299, -39, 5607, 3000, 8696
42351, 50, 5444, 3000, 8873
42399, 21, 5497, 3000, 8786
42451, 21, 5497, 3000, 8787
42501, 50, 5444, 3000, 8873
42549, -8, 5551, 3000, 8832
42599, 21, 5497, 3000, 8787
42650, 21, 5497, 3000, 8787
42700, 21, 5497, 3000, 8787
42751, 50, 5444, 3000, 8788
42800, -8, 5551, 3000, 8788
42850, 21, 5497, 3000, 8788
42900, -8, 5551, 3000, 8788
42950, 79, 5391, 3000, 8834
42999, 21, 5497, 3000, 8698
43050, 21, 5497, 3000, 8789
43100, -8, 5551, 3000, 8789
43150, -8, 5551, 3000, 8789
43199, 21, 5497, 3000, 8789
43249, 21, 5497, 3000, 8789
43301, -8, 5551, 3000, 8919
43350, 50, 5444, 3000, 8789
43399, -39, 5607, 3000, 8790
43449, 50, 5444, 3000, 8834
43499, -39, 5607, 3000, 8699
43549, 79, 5391, 3000, 8876
43600, -8, 5551, 3000, 8699
43650, -8, 5551, 3000, 8789
43699, 21, 5497, 3000, 8789
43749, 50, 5444, 3000, 8789
43799, -8, 5551, 3000, 8699
43849, -8, 5551, 3000, 8699
43900, 79, 5391, 3000, 8834
43949, -8, 5551, 3000, 8699
43999, -8, 5551, 3000, 8789
44049, 50, 5444, 3000, 8789
44099, -8, 5551, 3000, 8835
44149, 50, 5444, 3000, 8789
44201, -39, 5607, 3000, 8790
44249, -39, 5607, 3000, 8877
44299, -8, 5551, 3000, 8789
44349, 50, 5444, 3000, 8789
44399, 21, 5497, 3000, 8654
44449, -8, 5551, 3000, 8835
44500, 50, 5444, 3000, 8790
44549, 21, 5497, 3000, 8835
44600, 21, 5497, 3000, 8790
44649, 21, 5497, 3000, 8790
44699, 50, 5444, 3000, 8789
44749, -8, 5551, 3000, 8699
44800, 50, 5444, 3000, 8918
44849, -39, 5607, 3000, 8699
44899, 21, 5497, 3000, 8834
44949, 21, 5497, 3000, 8789
44999, 21, 5497, 3000, 8789
45049, -8, 5551, 3000, 8790
45099, 21, 5497, 3000, 8790
45149, 79, 5391, 3000, 8834
45199, -8, 5551, 3000, 8790
45250, -8, 5551, 3000, 8790
45299, -39, 5607, 3000, 8790
45350, 50, 5444, 3000, 8835
45399, -8, 5551, 3000, 8699
45449, 50, 5444, 3000, 8835
45499, 21, 5497, 3000, 8699
45549, -8, 5551, 3000, 8790
45599, 79, 5391, 3000, 8834
45651, -8, 5551, 3000, 8834
45699, 21, 5497, 3000, 8834
45749, -8, 5551, 3000, 8789
45800, 21, 5497, 3000, 8877
45849, 50, 5444, 3000, 8789
45899, -39, 5607, 3000, 8789
45950, 21, 5497, 3000, 8876
45999, -8, 5551, 3000, 8789
46050, 50, 5444, 3000, 8789
46099, 21, 5497, 3000, 8789
46149, -8, 5551, 3000, 8789
46200, 21, 5497, 3000, 8834
46250, -8, 5551, 3000, 8699
46299, -8, 5551, 3000, 8835
46349, -8, 5551, 3000, 8699
46399, -8, 5551, 3000, 8835
46449, -8, 5551, 3000, 8790
46499, 21, 5497, 3000, 8790
46549, 21, 5497, 3000, 8789
46600, -8, 5551, 3000, 8835
46649, 21, 5497, 3000, 8790
46699, -39, 5607, 3000, 8790
46749, 50, 5444, 3000, 8835
46800, -39, 5607, 3000, 8790
46849, 79, 5391, 3000, 8835
46899, -8, 5551, 3000, 8790
46949, 21, 5497, 3000, 8790
47000, -8, 5551, 3000, 8790
47049, 50, 5444, 3000, 8877
47100, -39, 5607, 3000, 8791
47149, 50, 5444, 3000, 8835
47199, -8, 5551, 3000, 8700
47249, 21, 5497, 3000, 8790
47299, -39, 5607, 3000, 8699
47349, 21, 5497, 3000, 8834
47401, 21, 5497, 3000, 8789
47449, -39, 5607, 3000, 8789
47500, 50, 5444, 3000, 8834
47549, -8, 5551, 3000, 8789
47599, 21, 5497, 3000, 8789
47649, 50, 5444, 3000, 8834
47700, -8, 5551, 3000, 8789
47749, 21, 5497, 3000, 8789
47799, -39, 5607, 3000, 8654
47849, 21, 5497, 3000, 8789
47899, 50, 5444, 3000, 8788
47949, 21, 5497, 3000, 8789
48000, 50, 5444, 3000, 8877
48049, 21, 5497, 3000, 8790
48102, 21, 5497, 3000, 8835
48149, -8, 5551, 3000, 8790
48199, 21, 5497, 3000, 8790
48249, -39, 5607, 3000, 8791
48299, -8, 5551, 3000, 8835
48351, -8, 5551, 3000, 8790
48399, 79, 5391, 3000, 8877
48449, -8, 5551, 3000, 8790
48499, 21, 5497, 3000, 8790
48551, 50, 5444, 3000, 8791
48599, -8, 5551, 3000, 8790
48649, -8, 5551, 3000, 8791
48699, 50, 5444, 3000, 8836
48750, -8, 5551, 3000, 8836
48800, 50, 5444, 3000, 8791
48851, -8, 5551, 3000, 8791
48900, 21, 5497, 3000, 8791
48949, -8, 5551, 3000, 8791
49000, 50, 5444, 3000, 8791
49050, -39, 5607, 3000, 8791
49100, 21, 5497, 3000, 8835
49150, -8, 5551, 3000, 8700
49199, -8, 5551, 3000, 8835
49250, -39, 5607, 3000, 8700
49300, -8, 5551, 3000, 8790
49349, 21, 5497, 3000, 8789
49399, 21, 5497, 3000, 8789
49451, 21, 5497, 3000, 8789
49500, -39, 5607, 3000, 8790
49549, 50, 5444, 3000, 8835
49599, -8, 5551, 3000, 8790
49649, 79, 5391, 3000, 8790
49699, -39, 5607, 3000, 8790
49749, 50, 5444, 3000, 8789
49799, 21, 5497, 3000, 8790
49850, -8, 5551, 3000, 8835
49899, -8, 5551, 3000, 8700
49949, 21, 5497, 3000, 8790
50001, -8, 5551, 3000, 8790
50049, -8, 5551, 3000, 8835
50099, -39, 5607, 3000, 8790
50149, 21, 5497, 3000, 8835
50199, -39, 5607, 3000, 8700
50249, -8, 5551, 3000, 8790
50300, -69, 5664, 3000, 8789
50349, -8, 5551, 3000, 8835
50400, 21, 5497, 3000, 8789
50449, -39, 5607, 3000, 8790
50499, 50, 5444, 3000, 8834
50549, -8, 5551, 3000, 8789
50600, 79, 5391, 3000, 8789
50649, -8, 5551, 3000, 8699
50699, 21, 5497, 3000, 8790
50749, -39, 5607, 3000, 8789
50799, -39, 5607, 3000, 8835
50849, 50, 5444, 3000, 8788
50900, 21, 5497, 3000, 8789
50949, 21, 5497, 3000, 8918
50999, 21, 5497, 3000, 8789
51050, -8, 5551, 3000, 8835
51099, 21, 5497, 3000, 8835
51149, -8, 5551, 3000, 8835
51199, 50, 5444, 3000, 8834
51249, -8, 5551, 3000, 8789
51299, 21, 5497, 3000, 8789
51349, -8, 5551, 3000, 8790
51399, 50, 5444, 3000, 8789
51451, -39, 5607, 3000, 8790
51499, 50, 5444, 3000, 8789
51549, -8, 5551, 3000, 8789
51599, 21, 5497, 3000, 8789
51649, 50, 5444, 3000, 8789
51699, -39, 5607, 3000, 8877
51750, 50, 5444, 3000, 8835
51799, -8, 5551, 3000, 8790
51849, 106, 5340, 3000, 8835
51899, -8, 5551, 3000, 8654
51949, -8, 5551, 3000, 8790
51999, 21, 5497, 3000, 8699
52050, -8, 5551, 3000, 8919
52100, 50, 5444, 3000, 8789
52149, -8, 5551, 3000, 8790
52199, 50, 5444, 3000, 8834
52250, -39, 5607, 3000, 8699
52299, 50, 5444, 3000, 8834
52350, 21, 5497, 3000, 8789
52399, -8, 5551, 3000, 8790
52449, 50, 5444, 3000, 8789
52499, -8, 5551, 3000, 8789
52549, 21, 5497, 3000, 8834
52599, -8, 5551, 3000, 8788
52651, -8, 5551, 3000, 8788
52699, -8, 5551, 3000, 8789
52749, -39, 5607, 3000, 8789
52799, 21, 5497, 3000, 8876
52849, -8, 5551, 3000, 8698
52899, 21, 5497, 3000, 8789
52949, 50, 5444, 3000, 8834
52999, 21, 5497, 3000, 8789
53050, 21, 5497, 3000, 8789
53099, -39, 5607, 3000, 8789
53149, 50, 5444, 3000, 8834
53200, 21, 5497, 3000, 8789
53249, -69, 5664, 3000, 8789
53300, 50, 5444, 3000, 8834
53349, 21, 5497, 3000, 8789
53399, 50, 5444, 3000, 8789
53449, 50, 5444, 3000, 8698
53500, 21, 5497, 3000, 8789
53549, 50, 5444, 3000, 8833
53599, -8, 5551, 3000, 8698
53649, 50, 5444, 3000, 8788
53700, 79, 5391, 3000, 8788
53749, 21, 5497, 3000, 8834
53800, 50, 5444, 3000, 8788
53849, -8, 5551, 3000, 8789
53899, 21, 5497, 3000, 8876
53949, -8, 5551, 3000, 8789
53999, 21, 5497, 3000, 8835
54049, -8, 5551, 3000, 8789
54099, 21, 5497, 3000, 8790
54149, 21, 5497, 3000, 8789
54199, -8, 5551, 3000, 8789
54249, 21, 5497, 3000, 8789
54299, 21, 5497, 3000, 8790
54349, 50, 5444, 3000, 8835
54399, -8, 5551, 3000, 8790
54449, 79, 5391, 3000, 8877
54499, -39, 5607, 3000, 8700
54549, 21, 5497, 3000, 8790
54599, -8, 5551, 3000, 8790
54649, 21, 5497, 3000, 8835
54700, -8, 5497, 3000, 8789
54749, 21, 5497, 3000, 8790
54799, 50, 5444, 3000, 8835
54851, -39, 5607, 3000, 8790
54900, 79, 5391, 3000, 8789
54950, -39, 5607, 3000, 8699
54999, -8, 5551, 3000, 8834
55049, -8, 5551, 3000, 8789
55100, 50, 5444, 3000, 8834
55150, -8, 5551, 3000, 8789
55200, -8, 5551, 3000, 8790
55251, 79, 5391, 3000, 8789
55300, -8, 5551, 3000, 8790
55350, 21, 5497, 3000, 8699
55400, -69, 5664, 3000, 8699
55450, 50, 5444, 3000, 8834
55499, 21, 5497, 3000, 8789
55550, -8, 5551, 3000, 8789
55600, 21, 5497, 3000, 8834
55650, -8, 5551, 3000, 8790
55699, 79, 5391, 3000, 8789
55749, -39, 5607, 3000, 8699
55800, 50, 5444, 3000, 8789
55850, 21, 5497, 3000, 8789
55899, 21, 5497, 3000, 8789
55949, 50, 5444, 3000, 8789
56000, -8, 5551, 3000, 8789
56049, 21, 5497, 3000, 8919
56099, -39, 5607, 3000, 8699
56149, 21, 5497, 3000, 8789
56200, 21, 5497, 3000, 8789
56249, -8, 5551, 3000, 8790
56299, 50, 5444, 3000, 8834
56349, -8, 5551, 3000, 8789
56400, 21, 5497, 3000, 8835
56449, -39, 5607, 3000, 8790
56499, 50, 5444, 3000, 8835
56549, -39, 5607, 3000, 8790
56600, 21, 5497, 3000, 8790
56649, -39, 5607, 3000, 8700
56700, 21, 5497, 3000, 8835
56749, 21, 5497, 3000, 8789
56799, 79, 5391, 3000, 8790
56849, 50, 5444, 3000, 8699
56899, -8, 5551, 3000, 8790
56949, 79, 5391, 3000, 8835
57001, -8, 5551, 3000, 8878
57049, 50, 5444, 3000, 8789
57099, -8, 5551, 3000, 8790
57149, 50, 5444, 3000, 8789
57199, -8, 5551, 3000, 8699
57249, 21, 5497, 3000, 8789
57300, 21, 5497, 3000, 8789
57349, -8, 5551, 3000, 8789
57400, 21, 5497, 3000, 8789
57449, -8, 5551, 3000, 8699
57499, -8, 5551, 3000, 8789
57550, 50, 5444, 3000, 8789
57599, -39, 5607, 3000, 8654
57649, -8, 5551, 3000, 8834
57699, 21, 5497, 3000, 8789
57749, 50, 5444, 3000, 8834
57799, -8, 5551, 3000, 8699
57849, -8, 5551, 3000, 8790
57899, 21, 5497, 3000, 8789
57950, -8, 5551, 3000, 8790
57999, 50, 5444, 3000, 8790
58049, 79, 5391, 3000, 8790
58099, 21, 5497, 3000, 8790
58150, -8, 5551, 3000, 8790
58199, 50, 5444, 3000, 8654
58249, -39, 5607, 3000, 8835
58299, 50, 5444, 3000, 8789
58349, -39, 5607, 3000, 8790
58399, 21, 5497, 3000, 8876
58450, -8, 5551, 3000, 8698
58499, -8, 5551, 3000, 8789
58549, 50, 5444, 3000, 8834
58599, -39, 5607, 3000, 8789
58649, 21, 5497, 3000, 8789
58699, -8, 5551, 3000, 8789
58751, 21, 5497, 3000, 8790
58799, -39, 5607, 3000, 8700
58849, 21, 5497, 3000, 8835
58899, -8, 5551, 3000, 8790
58949, 21, 5497, 3000, 8790
58999, -8, 5551, 3000, 8699
59050, 21, 5497, 3000, 8835
59099, 50, 5444, 3000, 8699
59150, -39, 5607, 3000, 8790
59199, 50, 5444, 3000, 8876
59249, -8, 5551, 3000, 8789
59301, 106, 5340, 3000, 8789
59349, -39, 5607, 3000, 8699
59399, -8, 5551, 3000, 8790
59449, 50, 5444, 3000, 8789
59499, -8, 5551, 3000, 8834
59550, 50, 5444, 3000, 8789
59600, -39, 5607, 3000, 8789
59649, -8, 5551, 3000, 8876
59699, -8, 5551, 3000, 8789
59749, 21, 5497, 3000, 8789
59799, 21, 5497, 3000, 8699
59849, -8, 5551, 3000, 8790
59900, 50, 5444, 3000, 8789
59950, -8, 5551, 3000, 8789
59999, -8, 5551, 3000, 8789
60049, -8, 5551, 3000, 8789
60100, 21, 5497, 3000, 8790
60149, -8, 5551, 3000, 8790
60203, 79, 5391, 3000, 8790
60249, -69, 5664, 3000, 8790
60299, 21, 5497, 3000, 8834
60349, 50, 5444, 3000, 8789
60402, -39, 5607, 3000, 8790
60449, -8, 5551, 3000, 8789
60499, 21, 5497, 3000, 8790
60549, 50, 5444, 3000, 8834
60599, -8, 5551, 3000, 8789
60649, 21, 5497, 3000, 8789
60699, 21, 5497, 3000, 8789
60749, -8, 5551, 3000, 8789
60799, 21, 5497, 3000, 8789
60849, -39, 5607, 3000, 8698
60899, 50, 5551, 3000, 8834
60949, 21, 5497, 3000, 8789
60999, -8, 5551, 3000, 8790
61051, -8, 5551, 3000, 8789
61099, -8, 5551, 3000, 8789
61149, 21, 5497, 3000, 8834
61199, -8, 5551, 3000, 8699
61250, 21, 5497, 3000, 8789
61300, 50, 5444, 3000, 8789
61351, 21, 5497, 3000, 8789
61401, -8, 5551, 3000, 8789
61449, -69, 5664, 3000, 8699
61500, 21, 5497, 3000, 8789
61550, 50, 5444, 3000, 8789
61600, -39, 5607, 3000, 8789
61650, 21, 5497, 3000, 8834
61700, 21, 5497, 3000, 8789
61750, 50, 5444, 3000, 8789
61800, 21, 5497, 3000, 8698
61849, -8, 5551, 3000, 8789
61899, 50, 5444, 3000, 8789
61950, -39, 5607, 3000, 8789
62000, 106, 5340, 3000, 8789
62049, 21, 5497, 3000, 8789
62099, 21, 5497, 3000, 8876
62150, 21, 5497, 3000, 8699
62199, -39, 5607, 3000, 8789
62250, 50, 5444, 3000, 8876
62299, -8, 5551, 3000, 8698
62349, 21, 5497, 3000, 8789
62399, 21, 5497, 3000, 8789
62449, 21, 5497, 3000, 8789
62499, 21, 5497, 3000, 8834
62549, -8, 5551, 3000, 8789
62599, 21, 5497, 3000, 8790
62649, 21, 5497, 3000, 8789
62699, -8, 5551, 3000, 8790
62749, -8, 5551, 3000, 8789
62800, -8, 5551, 3000, 8790
62849, 50, 5444, 3000, 8834
62900, -8, 5551, 3000, 8790
62949, -8, 5551, 3000, 8790
62999, -8, 5551, 3000, 8790
63050, 50, 5444, 3000, 8789
63100, -8, 5551, 3000, 8790
63149, 50, 5444, 3000, 8790
63199, 21, 5497, 3000, 8877
63249, 50, 5444, 3000, 8699
63299, -39, 5607, 3000, 8790
63349, 21, 5497, 3000, 8835
63400, -69, 5664, 3000, 8790
63449, 50, 5444, 3000, 8876
63499, -39, 5607, 3000, 8700
63550, -8, 5551, 3000, 8835
63599, -39, 5607, 3000, 8700
63649, 21, 5497, 3000, 8834
63700, -39, 5607, 3000, 8789
63749, 50, 5444, 3000, 8789
63799, -8, 5551, 3000, 8790
63849, 21, 5497, 3000, 8790
63899, 21, 5497, 3000, 8699
63949, -8, 5551, 3000, 8699
64000, 50, 5444, 3000, 8834
64049, -8, 5551, 3000, 8789
64099, 79, 5391, 3000, 8789
64149, 21, 5497, 3000, 8699
64200, -8, 5551, 3000, 8789
64249, 79, 5391, 3000, 8834
64299, -8, 5551, 3000, 8834
64349, 50, 5444, 3000, 8835
64399, -39, 5607, 3000, 8790
64449, 50, 5444, 3000, 8834
64499, -39, 5607, 3000, 8790
64550, 50, 5444, 3000, 8835
64600, -8, 5551, 3000, 8700
64649, 21, 5497, 3000, 8790
64699, -39, 5607, 3000, 8700
64749, 50, 5444, 3000, 8834
64799, -8, 5551, 3000, 8699
64850, -8, 5551, 3000, 8789
64899, 50, 5444, 3000, 8789
64949, -8, 5551, 3000, 8789
65000, 21, 5497, 3000, 8789
65049, -100, 5721, 3000, 8789
65099, 50, 5444, 3000, 8834
65150, 50, 5444, 3000, 8789
65199, -8, 5551, 3000, 8789
65250, 21, 5497, 3000, 8834
65299, -8, 5551, 3000, 8789
65349, 79, 5391, 3000, 8789
65400, -8, 5551, 3000, 8699
65450, 21, 5497, 3000, 8834
65499, 50, 5444, 3000, 8789
65549, 21, 5497, 3000, 8789
65599, 50, 5444, 3000, 8834
65649, -8, 5551, 3000, 8789
65699, 21, 5497, 3000, 8919
65749, 21, 5497, 3000, 8698
65799, 21, 5497, 3000, 8788
65849, 21, 5497, 3000, 8833
65899, 21, 5497, 3000, 8697
65949, 21, 5497, 3000, 8788
66000, 50, 5444, 3000, 8788
66050, -8, 5551, 3000, 8788
66099, 50, 5444, 3000, 8875
66149, -8, 5551, 3000, 8607
66200, -8, 5551, 3000, 8833
66249, -8, 5551, 3000, 8789
66300, 50, 5444, 3000, 8834
66349, -39, 5607, 3000, 8789
66399, 21, 5497, 3000, 8789
66449, 21, 5497, 3000, 8698
66499, -8, 5551, 3000, 8789
66549, 21, 5497, 3000, 8789
66600, -69, 5664, 3000, 8653
66649, 21, 5497, 3000, 8833
66699, 50, 5444, 3000, 8698
66752, -8, 5551, 3000, 8698
66799, 79, 5391, 3000, 8875
66849, -8, 5551, 3000, 8789
66900, 21, 5497, 3000, 8876
66949, -39, 5607, 3000, 8699
67001, 50, 5444, 3000, 8789
67049, 21, 5497, 3000, 8789
67099, -8, 5551, 3000, 8789
67149, 106, 5340, 3000, 8789
67199, -8, 5551, 3000, 8790
67251, 21, 5497, 3000, 8789
67301, 21, 5497, 3000, 8790
67349, 21, 5497, 3000, 8877
67399, -8, 5551, 3000, 8699
67451, 21, 5497, 3000, 8789
67501, -8, 5551, 3000, 8789
67549, 21, 5497, 3000, 8790
67599, 21, 5497, 3000, 8789
67650, -69, 5664, 3000, 8790
67700, 50, 5444, 3000, 8789
67751, -8, 5551, 3000, 8789
67800, 79, 5391, 3000, 8834
67850, -8, 5551, 3000, 8699
67900, 50, 5444, 3000, 8789
67950, 50, 5444, 3000, 8789
67999, -8, 5551, 3000, 8789
68050, 21, 5497, 3000, 8789
68100, -8, 5551, 3000, 8789
68150, 21, 5497, 3000, 8834
68199, 21, 5497, 3000, 8788
68249, 50, 5444, 3000, 8789
68300, 50, 5444, 3000, 8789
68350, -8, 5551, 3000, 8790
68399, 50, 5444, 3000, 8789
68449, -8, 5551, 3000, 8789
68499, 21, 5497, 3000, 8834
68549, -39, 5607, 3000, 8789
68599, 50, 5444, 3000, 8834
68650, -39, 5607, 3000, 8789
68699, 21, 5497, 3000, 8789
68749, -39, 5607, 3000, 8789
68799, 21, 5497, 3000, 8834
68849, 50, 5444, 3000, 8789
68901, -69, 5664, 3000, 8790
68949, -8, 5551, 3000, 8835
68999, -8, 5551, 3000, 8790
69049, 106, 5340, 3000, 8834
69099, -8, 5551, 3000, 8698
69149, 21, 5497, 3000, 8789
69200, 50, 5444, 3000, 8788
69249, 21, 5497, 3000, 8789
69299, 21, 5497, 3000, 8833
69349, -39, 5607, 3000, 8789
69399, -8, 5551, 3000, 8876
69449, -8, 5551, 3000, 8698
69500, 21, 5497, 3000, 8834
69550, 21, 5497, 3000, 8789
69599, -39, 5607, 3000, 8834
69649, 21, 5497, 3000, 8789
69699, -8, 5551, 3000, 8699
69749, 21, 5497, 3000, 8789
69800, -69, 5664, 3000, 8699
69849, -8, 5551, 3000, 8876
69899, -8, 5551, 3000, 8789
69950, -8, 5551, 3000, 8790
69999, -8, 5551, 3000, 8789
70049, 21, 5497, 3000, 8789
70100, 50, 5444, 3000, 8789
70149, -39, 5607, 3000, 8789
70199, 50, 5444, 3000, 8957
70249, -8, 5551, 3000, 8789
70299, 79, 5391, 3000, 8834
70349, -8, 5551, 3000, 8699
70400, 21, 5497, 3000, 8835
70449, 50, 5444, 3000, 8789
70499, -8, 5551, 3000, 8877
70549, 21, 5497, 3000, 8789
70600, -8, 5551, 3000, 8789
70649, 21, 5497, 3000, 8877
70699, -39, 5607, 3000, 8789
70749, 21, 5497, 3000, 8789
70799, -8, 5551, 3000, 8790
70849, -39, 5607, 3000, 8790
70899, -8, 5551, 3000, 8699
70950, 21, 5497, 3000, 8789
71000, 21, 5497, 3000, 8789
71049, -39, 5607, 3000, 8790
71099, 21, 5497, 3000, 8789
71149, -39, 5607, 3000, 8699
71199, 21, 5497, 3000, 8789
71251, -8, 5551, 3000, 8789
71299, 21, 5497, 3000, 8835
71349, 50, 5444, 3000, 8789
71399, 21, 5497, 3000, 8790
71449, 21, 5497, 3000, 8699
71500, -8, 5551, 3000, 8789
71550, 79, 5391, 3000, 8789
71599, 50, 5444, 3000, 8790
71649, 21, 5497, 3000, 8834
71699, -8, 5551, 3000, 8789
71749, 21, 5497, 3000, 8919
71799, -8, 5551, 3000, 8789
71850, 21, 5497, 3000, 8790
71900, 21, 5497, 3000, 8789
71949, -8, 5551, 3000, 8790
71999, 79, 5391, 3000, 8833
72049, 21, 5497, 3000, 8698
72099, -8, 5551, 3000, 8789
72149, 50, 5444, 3000, 8788
72199, -39, 5607, 3000, 8789
72249, 21, 5497, 3000, 8788
72300, 21, 5497, 3000, 8698
72349, 50, 5444, 3000, 8833
72400, -8, 5551, 3000, 8788
72449, 21, 5497, 3000, 8789
72499, -39, 5607, 3000, 8699
72550, 21, 5497, 3000, 8789
72599, 21, 5497, 3000, 8789
72649, 79, 5391, 3000, 8790
72700, 21, 5497, 3000, 8834
72749, 21, 5497, 3000, 8789
72799, 106, 5340, 3000, 8876
72850, -8, 5551, 3000, 8654
72899, -8, 5551, 3000, 8789
72949, 79, 5391, 3000, 8876
73000, -39, 5721, 3000, 8699
73049, 50, 5444, 3000, 8834
73099, -8, 5551, 3000, 8789
73149, 21, 5497, 3000, 8789
73199, -8, 5551, 3000, 8698
73249, -39, 5607, 3000, 8834
73299, 21, 5497, 3000, 8834
73349, 50, 5444, 3000, 8789
73399, 21, 5497, 3000, 8789
73449, -8, 5551, 3000, 8789
73501, 21, 5497, 3000, 8790
73549, -39, 5607, 3000, 8790
73600, 79, 5391, 3000, 8835
73699, 21, 5497, 3000, 8790
73750, -8, 5551, 3000, 8700
73800, 21, 5497, 3000, 8790
73851, -8, 5551, 3000, 8790
73900, 21, 5497, 3000, 8835
73949, -8, 5551, 3000, 8789
74000, -8, 5551, 3000, 8789
74050, 50, 5444, 3000, 8789
74100, 21, 5497, 3000, 8790
74150, 50, 5444, 3000, 8834
74200, -69, 5664, 3000, 8789
74250, -8, 5551, 3000, 8789
74300, -8, 5551, 3000, 8789
74349, 21, 5497, 3000, 8790
74399, -8, 5551, 3000, 8789
74450, -8, 5551, 3000, 8790
74500, 21, 5497, 3000, 8789
74549, 21, 5497, 3000, 8790
74599, 50, 5444, 3000, 8699
74649, -8, 5551, 3000, 8789
74699, 21, 5497, 3000, 8789
74750, -39, 5607, 3000, 8789
74800, 106, 5340, 3000, 8789
74849, -39, 5607, 3000, 8654
74899, -8, 5551, 3000, 8834
74949, 50, 5444, 3000, 8789
74999, 79, 5391, 3000, 8877
75050, -8, 5551, 3000, 8699
75099, -39, 5607, 3000, 8789
75149, 21, 5497, 3000, 8876
75199, -8, 5551, 3000, 8789
75249, 21, 5497, 3000, 8790
75301, -39, 5607, 3000, 8790
75349, -8, 5551, 3000, 8834
75399, -39, 5607, 3000, 8699
75449, 21, 5497, 3000, 8789
75499, -39, 5607, 3000, 8699
75549, 21, 5497, 3000, 8789
75600, 50, 5444, 3000, 8834
75649, 50, 5444, 3000, 8789
75700, 21, 5497, 3000, 8789
75749, -39, 5607, 3000, 8790
75799, 21, 5497, 3000, 8877
75849, -8, 5551, 3000, 8790
75900, 79, 5391, 3000, 8790
75950, -39, 5607, 3000, 8790
75999, 50, 5444, 3000, 8789
76049, -69, 5664, 3000, 8790
76099, 21, 5497, 3000, 8877
76149, -39, 5607, 3000, 8790
76201, 50, 5444, 3000, 8835
76249, -39, 5607, 3000, 8700
76299, 50, 5444, 3000, 8790
76349, -39, 5607, 3000, 8790
76399, 21, 5497, 3000, 8834
76449, 21, 5497, 3000, 8789
76500, -39, 5607, 3000, 8790
76549, 106, 5340, 3000, 8876
76599, -8, 5551, 3000, 8789
76649, 21, 5497, 3000, 8834
76700, -8, 5551, 3000, 8788
76749, -8, 5551, 3000, 8789
76800, 50, 5444, 3000, 8789
